Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,8e-11,8e-11,8e-11,8e-11
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,1
Vertical Position,4.3,4.28,4.3,4.38
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.992e-08,0.0645312,0.0898438,0.0309375,-0.0201562
-9.972e-08,0.06375,0.089375,0.0303125,-0.0246875
-9.952e-08,0.061875,0.091875,0.0323437,-0.0232813
-9.932e-08,0.0626562,0.0925,0.0354688,-0.0239062
-9.912e-08,0.064375,0.089375,0.0334375,-0.02375
-9.892e-08,0.0625,0.0889062,0.0304688,-0.021875
-9.872e-08,0.0626562,0.0921875,0.0326563,-0.0215625
-9.852e-08,0.06,0.0878125,0.0296875,-0.0217187
-9.832e-08,0.06125,0.0942187,0.033125,-0.0226562
-9.812e-08,0.0596875,0.0901562,0.0301563,-0.02125
-9.792e-08,0.0584375,0.0895313,0.0351562,-0.024375
-9.772e-08,0.0610938,0.090625,0.0317188,-0.0217187
-9.752e-08,0.06625,0.0945313,0.0364063,-0.016875
-9.732e-08,0.0671875,0.0904687,0.0314062,-0.02
-9.712e-08,0.0603125,0.088125,0.02875,-0.025
-9.692e-08,0.0614063,0.09125,0.0301563,-0.0215625
-9.672e-08,0.0639063,0.0890625,0.0320313,-0.0221875
-9.652e-08,0.0626562,0.09,0.0332812,-0.0221875
-9.632e-08,0.065,0.09375,0.0351562,-0.0273438
-9.612e-08,0.06375,0.0903125,0.0325,-0.02375
-9.592e-08,0.0646875,0.0920312,0.0332812,-0.0189062
-9.572e-08,0.0665625,0.0929687,0.034375,-0.0185937
-9.552e-08,0.0673438,0.09125,0.0315625,-0.0220312
-9.532e-08,0.0651563,0.0895313,0.0296875,-0.02
-9.512e-08,0.0615625,0.0917188,0.033125,-0.0235937
-9.492e-08,0.0595313,0.0909375,0.0303125,-0.0228125
-9.472e-08,0.0659375,0.090625,0.0360938,-0.0165625
-9.452e-08,0.0617188,0.0882812,0.031875,-0.0221875
-9.432e-08,0.0592188,0.0914062,0.0321875,-0.0240625
-9.412e-08,0.06,0.0907813,0.0334375,-0.0225
-9.392e-08,0.0634375,0.09125,0.0354688,-0.0210937
-9.372e-08,0.064375,0.0942187,0.0351562,-0.0207812
-9.352e-08,0.065625,0.0915625,0.0323437,-0.0210937
-9.332e-08,0.0632813,0.0915625,0.033125,-0.0234375
-9.312e-08,0.0603125,0.0929687,0.0332812,-0.0195312
-9.292e-08,0.0626562,0.0942187,0.0345313,-0.0195312
-9.272e-08,0.0629688,0.0909375,0.0309375,-0.0246875
-9.252e-08,0.0610938,0.0885938,0.028125,-0.0221875
-9.232e-08,0.0614063,0.0923437,0.03125,-0.0210937
-9.212e-08,0.0603125,0.0873437,0.030625,-0.021875
-9.192e-08,0.0603125,0.0907813,0.0332812,-0.021875
