Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,8e-11,8e-11,8e-11,8e-11
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,1
Vertical Position,4.3,4.28,4.3,4.38
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.992e-08,0.0654687,0.0925,0.0334375,-0.02125
-9.972e-08,0.0615625,0.0909375,0.0335938,-0.0253125
-9.952e-08,0.0601563,0.0926563,0.0334375,-0.0242188
-9.932e-08,0.0625,0.0945313,0.0351562,-0.0207812
-9.912e-08,0.0634375,0.09125,0.0348438,-0.0246875
-9.892e-08,0.0590625,0.0892187,0.0309375,-0.0240625
-9.872e-08,0.0625,0.0935938,0.0354688,-0.020625
-9.852e-08,0.0614063,0.0884375,0.030625,-0.0229687
-9.832e-08,0.0607813,0.0932812,0.0354688,-0.0201562
-9.812e-08,0.0592188,0.0892187,0.0345313,-0.021875
-9.792e-08,0.0579688,0.0907813,0.0329688,-0.0253125
-9.772e-08,0.060625,0.0914062,0.0315625,-0.0226562
-9.752e-08,0.0678125,0.0953125,0.0371875,-0.01875
-9.732e-08,0.065,0.0925,0.0310938,-0.0204688
-9.712e-08,0.0625,0.0901562,0.030625,-0.0245312
-9.692e-08,0.063125,0.0909375,0.0325,-0.0229687
-9.672e-08,0.0657813,0.0907813,0.03125,-0.0232813
-9.652e-08,0.0607813,0.0935938,0.0345313,-0.0223438
-9.632e-08,0.0628125,0.095,0.035,-0.026875
-9.612e-08,0.0625,0.0907813,0.0335938,-0.0229687
-9.592e-08,0.0634375,0.0925,0.0335938,-0.0207812
-9.572e-08,0.0645312,0.0926563,0.0360938,-0.0198437
-9.552e-08,0.0639063,0.0917188,0.0314062,-0.0228125
-9.532e-08,0.065,0.0915625,0.0328125,-0.0209375
-9.512e-08,0.0610938,0.089375,0.0328125,-0.0240625
-9.492e-08,0.06,0.0903125,0.034375,-0.0239062
-9.472e-08,0.0646875,0.09375,0.0345313,-0.015625
-9.452e-08,0.0604688,0.0889062,0.031875,-0.025625
-9.432e-08,0.0578125,0.09125,0.0317188,-0.0253125
-9.412e-08,0.0604688,0.09375,0.033125,-0.023125
-9.392e-08,0.0623438,0.0935938,0.0354688,-0.0217187
-9.372e-08,0.06375,0.0935938,0.0321875,-0.0207812
-9.352e-08,0.0657813,0.0909375,0.0314062,-0.021875
-9.332e-08,0.063125,0.0945313,0.033125,-0.0209375
-9.312e-08,0.0615625,0.0928125,0.0345313,-0.0215625
-9.292e-08,0.0632813,0.0940625,0.035625,-0.0217187
-9.272e-08,0.06375,0.0898438,0.0329688,-0.0251563
-9.252e-08,0.0632813,0.0871875,0.0298438,-0.0242188
-9.232e-08,0.0625,0.0926563,0.0334375,-0.0220312
-9.212e-08,0.0601563,0.0884375,0.0325,-0.02375
-9.192e-08,0.0625,0.0934375,0.0345313,-0.0207812
