Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,8e-11,8e-11,8e-11,8e-11
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,1
Vertical Position,4.3,4.28,4.3,4.38
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.992e-08,0.0640625,0.0878125,0.0314062,-0.0189062
-9.972e-08,0.0614063,0.0835937,0.0307813,-0.0239062
-9.952e-08,0.06125,0.0854687,0.0332812,-0.0221875
-9.932e-08,0.0628125,0.08375,0.0346875,-0.02
-9.912e-08,0.0628125,0.0853125,0.0295313,-0.02
-9.892e-08,0.06125,0.0826562,0.0295313,-0.0232813
-9.872e-08,0.060625,0.0835937,0.0329688,-0.0190625
-9.852e-08,0.0604688,0.08,0.0309375,-0.02
-9.832e-08,0.061875,0.083125,0.0345313,-0.0215625
-9.812e-08,0.060625,0.0807813,0.0289063,-0.0239062
-9.792e-08,0.0596875,0.07875,0.0303125,-0.024375
-9.772e-08,0.0598438,0.0807813,0.0317188,-0.0220312
-9.752e-08,0.0675,0.088125,0.0354688,-0.0157812
-9.732e-08,0.0654687,0.085625,0.031875,-0.01875
-9.712e-08,0.0617188,0.0804687,0.0290625,-0.0214063
-9.692e-08,0.0632813,0.080625,0.0320313,-0.0204688
-9.672e-08,0.0648438,0.08625,0.0317188,-0.0220312
-9.652e-08,0.0634375,0.080625,0.03625,-0.020625
-9.632e-08,0.064375,0.08625,0.0334375,-0.024375
-9.612e-08,0.0648438,0.0845312,0.0332812,-0.0203125
-9.592e-08,0.063125,0.0857813,0.0329688,-0.01625
-9.572e-08,0.0665625,0.08625,0.0354688,-0.0204688
-9.552e-08,0.0632813,0.0871875,0.0304688,-0.0204688
-9.532e-08,0.0634375,0.0839063,0.0326563,-0.019375
-9.512e-08,0.061875,0.0823437,0.0304688,-0.0226562
-9.492e-08,0.0623438,0.0820312,0.03375,-0.0220312
-9.472e-08,0.065,0.08875,0.0340625,-0.0164063
-9.452e-08,0.0609375,0.0796875,0.0296875,-0.02375
-9.432e-08,0.0596875,0.0814062,0.03125,-0.02375
-9.412e-08,0.0620313,0.0807813,0.0328125,-0.0232813
-9.392e-08,0.0635937,0.0864062,0.03625,-0.0201562
-9.372e-08,0.06375,0.085,0.0348438,-0.0170312
-9.352e-08,0.0646875,0.0864062,0.0304688,-0.0192187
-9.332e-08,0.064375,0.0821875,0.0345313,-0.0209375
-9.312e-08,0.0621875,0.08625,0.0353125,-0.0214063
-9.292e-08,0.0639063,0.0839063,0.0351562,-0.0190625
-9.272e-08,0.0626562,0.0834375,0.031875,-0.0221875
-9.252e-08,0.0607813,0.081875,0.0295313,-0.0223438
-9.232e-08,0.06125,0.0851562,0.0365625,-0.0217187
-9.212e-08,0.0607813,0.0821875,0.0298438,-0.02125
-9.192e-08,0.0617188,0.0845312,0.0334375,-0.0198437
