Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,8e-11,8e-11,8e-11,8e-11
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,1
Vertical Position,4.3,4.28,4.3,4.38
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.992e-08,0.065,0.0771875,0.0314062,-0.0189062
-9.972e-08,0.06125,0.071875,0.0317188,-0.0257812
-9.952e-08,0.060625,0.0748437,0.0321875,-0.020625
-9.932e-08,0.061875,0.075,0.0335938,-0.0190625
-9.912e-08,0.0632813,0.0728125,0.0295313,-0.023125
-9.892e-08,0.0626562,0.0748437,0.0304688,-0.0228125
-9.872e-08,0.0615625,0.0776562,0.0314062,-0.0196875
-9.852e-08,0.0598438,0.07625,0.0275,-0.0209375
-9.832e-08,0.0607813,0.0751563,0.0325,-0.02125
-9.812e-08,0.0615625,0.074375,0.0301563,-0.0195312
-9.792e-08,0.0575,0.0742188,0.0290625,-0.0246875
-9.772e-08,0.0598438,0.0740625,0.0321875,-0.0228125
-9.752e-08,0.066875,0.0834375,0.0353125,-0.0153125
-9.732e-08,0.0648438,0.0776562,0.0320313,-0.0185937
-9.712e-08,0.0598438,0.0748437,0.0267188,-0.0226562
-9.692e-08,0.0621875,0.075625,0.0326563,-0.0210937
-9.672e-08,0.0642188,0.076875,0.0292188,-0.0235937
-9.652e-08,0.0610938,0.0729688,0.0303125,-0.0217187
-9.632e-08,0.061875,0.0739063,0.0334375,-0.0259375
-9.612e-08,0.0645312,0.0748437,0.02875,-0.0240625
-9.592e-08,0.0626562,0.0764062,0.0270313,-0.0189062
-9.572e-08,0.0634375,0.0765625,0.0346875,-0.0201562
-9.552e-08,0.0604688,0.0729688,0.0303125,-0.020625
-9.532e-08,0.0635937,0.0740625,0.0323437,-0.0189062
-9.512e-08,0.0614063,0.0745312,0.030625,-0.025625
-9.492e-08,0.059375,0.0725,0.0321875,-0.0215625
-9.472e-08,0.0642188,0.0814062,0.0326563,-0.0148437
-9.452e-08,0.0626562,0.0714062,0.0267188,-0.02375
-9.432e-08,0.0576562,0.0735937,0.0295313,-0.0248437
-9.412e-08,0.0584375,0.0726562,0.0325,-0.0235937
-9.392e-08,0.0646875,0.0735937,0.0321875,-0.0198437
-9.372e-08,0.0640625,0.0765625,0.030625,-0.0185937
-9.352e-08,0.0634375,0.074375,0.0307813,-0.02125
-9.332e-08,0.0639063,0.071875,0.028125,-0.0196875
-9.312e-08,0.0626562,0.07375,0.033125,-0.0210937
-9.292e-08,0.0623438,0.0728125,0.0342187,-0.0185937
-9.272e-08,0.0609375,0.0732812,0.0303125,-0.024375
-9.252e-08,0.059375,0.0748437,0.0290625,-0.023125
-9.232e-08,0.0607813,0.0779688,0.0303125,-0.0210937
-9.212e-08,0.060625,0.0732812,0.0264062,-0.0215625
-9.192e-08,0.0598438,0.0714062,0.0292188,-0.0209375
