Time,Channel A,Channel B,Channel C,Channel D
(ns),(mV),(mV),(mV),(V)

-16.25000068,0.00000000,0.00000000,0.00000000,0.00787402
-15.45000067,0.00000000,0.00000000,3.93700800,0.00787402
-14.65000066,-3.93700800,0.00000000,3.93700800,0.00000000
-13.85000065,0.00000000,0.00000000,3.93700800,0.00787402
-13.05000064,3.93700800,-7.87401500,3.93700800,0.00787402
-12.25000062,0.00000000,-3.93700800,3.93700800,0.00000000
-11.45000061,0.00000000,-7.87401500,3.93700800,0.00787402
-10.65000060,-3.93700800,0.00000000,3.93700800,0.00787402
-9.85000059,-3.93700800,-3.93700800,3.93700800,0.00000000
-9.05000058,0.00000000,-3.93700800,3.93700800,0.00787402
-8.25000057,-3.93700800,-7.87401500,3.93700800,0.00787402
-7.45000056,0.00000000,-7.87401500,3.93700800,0.00787402
-6.65000055,-3.93700800,-3.93700800,7.87401500,0.00787402
-5.85000054,-3.93700800,-3.93700800,3.93700800,0.00787402
-5.05000053,0.00000000,-3.93700800,3.93700800,0.00000000
-4.25000052,0.00000000,0.00000000,3.93700800,0.00000000
-3.45000051,0.00000000,-3.93700800,3.93700800,0.00787402
-2.65000050,-3.93700800,-3.93700800,3.93700800,0.00787402
-1.85000049,0.00000000,0.00000000,3.93700800,0.00787402
-1.05000048,3.93700800,0.00000000,3.93700800,0.00000000
-0.25000046,0.00000000,0.00000000,0.00000000,0.00787402
0.54999955,0.00000000,0.00000000,125.98420000,0.00787402
1.34999956,-7.87401500,-3.93700800,346.45670000,0.00787402
2.14999957,-74.80315000,-7.87401500,102.36220000,0.00787402
2.94999958,-307.08660000,-7.87401500,-7.87401500,-0.00787402
3.74999959,-480.31490000,-102.36220000,-15.74803000,-0.18110240
4.54999960,-437.00780000,-342.51970000,0.00000000,-0.59055120
5.34999961,-283.46450000,-460.62990000,11.81102000,-0.64566930
6.14999962,-145.66930000,-338.58260000,7.87401500,-0.34645670
6.94999963,-39.37008000,-169.29130000,3.93700800,-0.12598430
7.74999964,0.00000000,-74.80315000,3.93700800,-0.05511811
8.54999965,-11.81102000,-35.43307000,3.93700800,-0.03149606
9.34999966,-19.68504000,-15.74803000,3.93700800,-0.03937008
10.14999967,-31.49606000,7.87401500,3.93700800,-0.03937008
10.94999968,-27.55905000,23.62205000,3.93700800,-0.01574803
11.74999970,-3.93700800,7.87401500,7.87401500,0.00000000
12.54999971,19.68504000,-23.62205000,3.93700800,0.01574803
13.34999972,23.62205000,-31.49606000,3.93700800,0.02362205
14.14999973,11.81102000,-27.55905000,3.93700800,0.01574803
14.94999974,-11.81102000,-15.74803000,3.93700800,0.00787402
15.74999975,-19.68504000,-15.74803000,3.93700800,0.00000000
16.54999976,-15.74803000,-15.74803000,0.00000000,0.00000000
17.34999977,-3.93700800,-7.87401500,3.93700800,0.00787402
18.14999978,7.87401500,3.93700800,3.93700800,0.01574803
18.94999979,11.81102000,3.93700800,3.93700800,0.00787402
19.74999980,-3.93700800,3.93700800,3.93700800,0.00000000
20.54999981,0.00000000,-7.87401500,3.93700800,0.00000000
21.34999982,-11.81102000,-7.87401500,3.93700800,0.01574803
22.14999983,-3.93700800,0.00000000,3.93700800,0.00787402
22.94999984,0.00000000,0.00000000,7.87401500,0.01574803
23.74999986,7.87401500,-7.87401500,3.93700800,0.00787402
24.54999987,3.93700800,-7.87401500,3.93700800,0.00000000
25.34999988,0.00000000,-3.93700800,3.93700800,0.00000000
26.14999989,-3.93700800,0.00000000,3.93700800,0.00787402
26.94999990,-3.93700800,-3.93700800,3.93700800,0.00000000
27.74999991,-3.93700800,-7.87401500,3.93700800,0.00000000
28.54999992,0.00000000,-3.93700800,3.93700800,0.00787402
29.34999993,0.00000000,0.00000000,3.93700800,0.00787402
30.14999994,0.00000000,0.00000000,7.87401500,0.00000000
30.94999995,-3.93700800,-3.93700800,3.93700800,0.00000000
31.74999996,-3.93700800,-3.93700800,7.87401500,0.00000000
32.54999997,0.00000000,-3.93700800,7.87401500,0.00000000
33.34999998,0.00000000,-7.87401500,3.93700800,0.00787402
34.14999999,-3.93700800,-3.93700800,3.93700800,0.00787402
34.95000001,-3.93700800,-3.93700800,3.93700800,0.00787402
35.75000002,0.00000000,-3.93700800,3.93700800,0.00000000
36.55000003,0.00000000,-7.87401500,3.93700800,0.00787402
37.35000004,0.00000000,0.00000000,3.93700800,0.01574803
38.15000005,0.00000000,0.00000000,3.93700800,0.01574803
38.95000006,0.00000000,0.00000000,3.93700800,0.00787402
