Time,Channel A,Channel B,Channel C,Channel D
(ns),(mV),(mV),(mV),(V)

-16.35999980,0.00000000,0.00000000,0.00000000,0.00787402
-15.55999979,3.93700800,0.00000000,3.93700800,0.00000000
-14.75999978,0.00000000,-3.93700800,3.93700800,0.00787402
-13.95999977,0.00000000,0.00000000,3.93700800,0.00000000
-13.15999976,0.00000000,0.00000000,3.93700800,0.00787402
-12.35999975,0.00000000,0.00000000,7.87401500,0.00787402
-11.55999974,-3.93700800,0.00000000,3.93700800,0.00787402
-10.75999972,-3.93700800,0.00000000,3.93700800,0.00787402
-9.95999971,-3.93700800,-3.93700800,3.93700800,0.00787402
-9.15999970,0.00000000,-3.93700800,7.87401500,0.00787402
-8.35999969,3.93700800,0.00000000,3.93700800,0.00787402
-7.55999968,0.00000000,0.00000000,3.93700800,0.00000000
-6.75999967,0.00000000,0.00000000,3.93700800,0.00787402
-5.95999966,-3.93700800,0.00000000,3.93700800,0.00787402
-5.15999965,0.00000000,-3.93700800,3.93700800,0.00000000
-4.35999964,0.00000000,0.00000000,3.93700800,0.00000000
-3.55999963,3.93700800,-3.93700800,0.00000000,0.00787402
-2.75999962,0.00000000,-3.93700800,3.93700800,0.00787402
-1.95999961,-3.93700800,-3.93700800,7.87401500,0.00000000
-1.15999960,0.00000000,-3.93700800,3.93700800,0.00787402
-0.35999959,0.00000000,0.00000000,3.93700800,0.00787402
0.44000042,0.00000000,-3.93700800,82.67715000,0.00000000
1.24000044,-3.93700800,0.00000000,299.21260000,0.00787402
2.04000045,-66.92913000,-3.93700800,51.18110000,0.00000000
2.84000046,-287.40160000,-7.87401500,-11.81102000,-0.00787402
3.64000047,-464.56690000,-102.36220000,-7.87401500,-0.15748030
4.44000048,-433.07080000,-342.51970000,0.00000000,-0.51968500
5.24000049,-283.46450000,-456.69290000,3.93700800,-0.58267720
6.04000050,-141.73230000,-346.45670000,7.87401500,-0.33858270
6.84000051,-43.30709000,-188.97640000,3.93700800,-0.14173230
7.64000052,0.00000000,-86.61417000,3.93700800,-0.05511811
8.44000053,-11.81102000,-35.43307000,3.93700800,-0.03149606
9.24000054,-19.68504000,-15.74803000,7.87401500,-0.03937008
10.04000055,-27.55905000,11.81102000,3.93700800,-0.03937008
10.84000056,-27.55905000,27.55905000,3.93700800,-0.01574803
11.64000057,-3.93700800,7.87401500,7.87401500,0.00000000
12.44000059,15.74803000,-19.68504000,3.93700800,0.01574803
13.24000060,27.55905000,-35.43307000,3.93700800,0.01574803
14.04000061,15.74803000,-23.62205000,3.93700800,0.02362205
14.84000062,-7.87401500,-15.74803000,7.87401500,0.00787402
15.64000063,-15.74803000,-15.74803000,3.93700800,0.00000000
16.44000064,-19.68504000,-19.68504000,3.93700800,0.00000000
17.24000065,-3.93700800,-7.87401500,3.93700800,0.00787402
18.04000066,7.87401500,3.93700800,7.87401500,0.01574803
18.84000067,11.81102000,3.93700800,3.93700800,0.00787402
19.64000068,0.00000000,0.00000000,3.93700800,0.00787402
20.44000069,-3.93700800,-7.87401500,0.00000000,0.00000000
21.24000070,-11.81102000,-3.93700800,3.93700800,0.00787402
22.04000071,-7.87401500,0.00000000,0.00000000,0.01574803
22.84000072,3.93700800,-3.93700800,3.93700800,0.00787402
23.64000073,3.93700800,-7.87401500,3.93700800,0.00787402
24.44000075,3.93700800,-3.93700800,3.93700800,0.00787402
25.24000076,-3.93700800,-7.87401500,3.93700800,0.00787402
26.04000077,-3.93700800,-3.93700800,3.93700800,0.00787402
26.84000078,-3.93700800,-3.93700800,3.93700800,0.00787402
27.64000079,-3.93700800,-7.87401500,0.00000000,0.00000000
28.44000080,0.00000000,-7.87401500,3.93700800,0.00000000
29.24000081,3.93700800,-3.93700800,3.93700800,0.00787402
30.04000082,0.00000000,-3.93700800,7.87401500,0.00000000
30.84000083,0.00000000,-3.93700800,3.93700800,0.00000000
31.64000084,-3.93700800,-3.93700800,3.93700800,0.00787402
32.44000085,0.00000000,-3.93700800,3.93700800,0.00000000
33.24000086,3.93700800,-3.93700800,3.93700800,0.00000000
34.04000087,-3.93700800,-3.93700800,3.93700800,0.00787402
34.84000088,-3.93700800,-3.93700800,3.93700800,0.00000000
35.64000089,0.00000000,-3.93700800,3.93700800,0.00000000
36.44000091,-3.93700800,-3.93700800,3.93700800,0.00787402
37.24000092,0.00000000,0.00000000,3.93700800,0.00787402
38.04000093,0.00000000,0.00000000,3.93700800,0.00787402
38.84000094,0.00000000,-3.93700800,3.93700800,0.01574803
