Time,Channel A,Channel B,Channel C,Channel D
(ns),(mV),(mV),(mV),(V)

-16.15999978,0.00000000,0.00000000,-3.93700800,0.00787402
-15.35999977,-3.93700800,-3.93700800,3.93700800,0.01574803
-14.55999976,0.00000000,-3.93700800,3.93700800,0.00787402
-13.75999975,-3.93700800,0.00000000,3.93700800,0.00787402
-12.95999974,3.93700800,0.00000000,3.93700800,0.00787402
-12.15999973,-3.93700800,-3.93700800,3.93700800,0.00787402
-11.35999972,3.93700800,-3.93700800,3.93700800,0.00787402
-10.55999971,0.00000000,-3.93700800,3.93700800,0.00787402
-9.75999970,0.00000000,-3.93700800,3.93700800,0.00787402
-8.95999969,0.00000000,3.93700800,7.87401500,0.01574803
-8.15999968,0.00000000,0.00000000,7.87401500,0.00787402
-7.35999967,0.00000000,0.00000000,3.93700800,0.00787402
-6.55999965,0.00000000,0.00000000,3.93700800,0.00000000
-5.75999964,-3.93700800,0.00000000,3.93700800,0.00787402
-4.95999963,0.00000000,-3.93700800,3.93700800,0.00787402
-4.15999962,0.00000000,-3.93700800,3.93700800,0.00787402
-3.35999961,0.00000000,-3.93700800,3.93700800,0.00000000
-2.55999960,0.00000000,3.93700800,0.00000000,0.00787402
-1.75999959,0.00000000,0.00000000,3.93700800,0.01574803
-0.95999958,0.00000000,0.00000000,3.93700800,0.00787402
-0.15999957,-3.93700800,-3.93700800,11.81102000,0.00000000
0.64000044,0.00000000,-3.93700800,149.60630000,0.00000000
1.44000045,-3.93700800,-3.93700800,318.89760000,0.00787402
2.24000046,-90.55118000,-3.93700800,82.67715000,0.00787402
3.04000047,-330.70860000,-11.81102000,-11.81102000,0.00000000
3.84000048,-484.25200000,-122.04720000,-7.87401500,-0.22047240
4.64000049,-425.19680000,-381.88970000,3.93700800,-0.62992130
5.44000051,-271.65350000,-468.50390000,7.87401500,-0.63779530
6.24000052,-137.79530000,-330.70860000,7.87401500,-0.33070870
7.04000053,-31.49606000,-161.41730000,3.93700800,-0.11811020
7.84000054,-3.93700800,-82.67715000,3.93700800,-0.04724409
8.64000055,-15.74803000,-39.37008000,7.87401500,-0.02362205
9.44000056,-19.68504000,-11.81102000,3.93700800,-0.03937008
10.24000057,-31.49606000,19.68504000,3.93700800,-0.03149606
11.04000058,-23.62205000,27.55905000,3.93700800,-0.01574803
11.84000059,3.93700800,0.00000000,7.87401500,0.00787402
12.64000060,15.74803000,-23.62205000,3.93700800,0.01574803
13.44000061,19.68504000,-31.49606000,3.93700800,0.02362205
14.24000062,7.87401500,-19.68504000,3.93700800,0.01574803
15.04000063,-11.81102000,-15.74803000,3.93700800,0.00787402
15.84000064,-15.74803000,-15.74803000,3.93700800,-0.00787402
16.64000066,-7.87401500,-11.81102000,3.93700800,0.00000000
17.44000067,0.00000000,-7.87401500,3.93700800,0.01574803
18.24000068,7.87401500,3.93700800,3.93700800,0.00787402
19.04000069,7.87401500,3.93700800,0.00000000,0.00787402
19.84000070,-3.93700800,0.00000000,3.93700800,0.00000000
20.64000071,-3.93700800,-3.93700800,3.93700800,0.00787402
21.44000072,-7.87401500,-3.93700800,0.00000000,0.00787402
22.24000073,-7.87401500,0.00000000,7.87401500,0.00787402
23.04000074,3.93700800,0.00000000,0.00000000,0.01574803
23.84000075,0.00000000,-7.87401500,3.93700800,0.00787402
24.64000076,0.00000000,-3.93700800,3.93700800,0.00787402
25.44000077,-3.93700800,-3.93700800,3.93700800,0.00787402
26.24000078,-3.93700800,-3.93700800,3.93700800,0.00787402
27.04000079,-3.93700800,-3.93700800,3.93700800,0.00000000
27.84000080,0.00000000,-7.87401500,0.00000000,0.00000000
28.64000082,0.00000000,-7.87401500,3.93700800,0.00787402
29.44000083,3.93700800,0.00000000,7.87401500,0.00787402
30.24000084,-3.93700800,0.00000000,3.93700800,0.00787402
31.04000085,-3.93700800,-3.93700800,3.93700800,0.00000000
31.84000086,0.00000000,0.00000000,3.93700800,0.00000000
32.64000087,3.93700800,-3.93700800,3.93700800,0.00000000
33.44000088,0.00000000,-3.93700800,3.93700800,0.01574803
34.24000089,-3.93700800,0.00000000,3.93700800,0.00000000
35.04000090,-3.93700800,0.00000000,3.93700800,0.00787402
35.84000091,0.00000000,0.00000000,3.93700800,0.00787402
36.64000092,0.00000000,0.00000000,3.93700800,0.00787402
37.44000093,0.00000000,0.00000000,0.00000000,0.00787402
38.24000094,0.00000000,3.93700800,3.93700800,0.00000000
39.04000095,0.00000000,-3.93700800,3.93700800,0.00000000
