Time,Channel A,Channel B,Channel C,Channel D
(ns),(mV),(mV),(mV),(V)

-16.45714343,0.00000000,-3.93700800,3.93700800,0.00787402
-15.65714342,-3.93700800,-3.93700800,7.87401500,0.00000000
-14.85714340,-3.93700800,-3.93700800,3.93700800,0.00000000
-14.05714339,0.00000000,-3.93700800,3.93700800,0.00787402
-13.25714338,0.00000000,0.00000000,7.87401500,0.00787402
-12.45714337,-3.93700800,-3.93700800,3.93700800,0.00787402
-11.65714336,0.00000000,0.00000000,3.93700800,0.00000000
-10.85714335,0.00000000,-3.93700800,3.93700800,0.00000000
-10.05714334,0.00000000,0.00000000,3.93700800,0.00787402
-9.25714333,0.00000000,0.00000000,3.93700800,0.00787402
-8.45714332,0.00000000,0.00000000,3.93700800,0.00787402
-7.65714331,0.00000000,0.00000000,3.93700800,0.00787402
-6.85714330,0.00000000,-3.93700800,3.93700800,0.00787402
-6.05714329,-3.93700800,0.00000000,3.93700800,0.00787402
-5.25714328,0.00000000,0.00000000,0.00000000,0.00000000
-4.45714327,0.00000000,0.00000000,7.87401500,0.00787402
-3.65714325,-3.93700800,0.00000000,0.00000000,0.00787402
-2.85714324,0.00000000,0.00000000,3.93700800,0.00787402
-2.05714323,0.00000000,0.00000000,3.93700800,0.00787402
-1.25714322,0.00000000,-3.93700800,3.93700800,0.00787402
-0.45714321,0.00000000,-3.93700800,7.87401500,0.00787402
0.34285680,0.00000000,-3.93700800,62.99212000,0.00000000
1.14285681,-3.93700800,-3.93700800,334.64560000,0.00787402
1.94285682,-51.18110000,0.00000000,125.98420000,0.00000000
2.74285683,-259.84250000,-7.87401500,0.00000000,0.00000000
3.54285684,-468.50390000,-74.80315000,-11.81102000,-0.11811020
4.34285685,-460.62990000,-311.02360000,3.93700800,-0.51968500
5.14285686,-307.08660000,-448.81890000,7.87401500,-0.66929130
5.94285687,-165.35430000,-346.45670000,7.87401500,-0.42519690
6.74285688,-55.11811000,-181.10240000,3.93700800,-0.16535430
7.54285689,-7.87401500,-86.61417000,3.93700800,-0.05511811
8.34285691,-11.81102000,-51.18110000,7.87401500,-0.03937008
9.14285692,-19.68504000,-19.68504000,3.93700800,-0.03937008
9.94285693,-27.55905000,11.81102000,3.93700800,-0.03937008
10.74285694,-23.62205000,23.62205000,3.93700800,-0.01574803
11.54285695,-3.93700800,7.87401500,3.93700800,0.00000000
12.34285696,15.74803000,-19.68504000,3.93700800,0.01574803
13.14285697,19.68504000,-35.43307000,3.93700800,0.02362205
13.94285698,11.81102000,-31.49606000,3.93700800,0.01574803
14.74285699,-7.87401500,-15.74803000,3.93700800,0.01574803
15.54285700,-15.74803000,-15.74803000,3.93700800,0.00000000
16.34285701,-15.74803000,-11.81102000,3.93700800,0.00000000
17.14285702,-3.93700800,-11.81102000,0.00000000,0.00787402
17.94285703,7.87401500,3.93700800,3.93700800,0.01574803
18.74285704,7.87401500,3.93700800,0.00000000,0.00787402
19.54285705,-3.93700800,3.93700800,0.00000000,0.00000000
20.34285707,-7.87401500,-3.93700800,7.87401500,0.00787402
21.14285708,-7.87401500,-11.81102000,0.00000000,0.00787402
21.94285709,-3.93700800,-3.93700800,3.93700800,0.00787402
22.74285710,3.93700800,0.00000000,3.93700800,0.00787402
23.54285711,3.93700800,-7.87401500,7.87401500,0.00000000
24.34285712,3.93700800,-3.93700800,3.93700800,0.00000000
25.14285713,-3.93700800,-3.93700800,3.93700800,0.00787402
25.94285714,-7.87401500,-7.87401500,3.93700800,0.00787402
26.74285715,-3.93700800,-3.93700800,3.93700800,0.00000000
27.54285716,-3.93700800,-7.87401500,0.00000000,0.00000000
28.34285717,0.00000000,-7.87401500,3.93700800,0.00787402
29.14285718,0.00000000,-3.93700800,7.87401500,0.00787402
29.94285719,-3.93700800,0.00000000,3.93700800,0.00787402
30.74285720,-3.93700800,-7.87401500,3.93700800,0.00787402
31.54285722,0.00000000,-3.93700800,3.93700800,0.00000000
32.34285723,0.00000000,0.00000000,3.93700800,0.00000000
33.14285724,3.93700800,0.00000000,3.93700800,0.00000000
33.94285725,0.00000000,-3.93700800,0.00000000,0.00787402
34.74285726,-3.93700800,-3.93700800,7.87401500,0.00787402
35.54285727,-3.93700800,-3.93700800,3.93700800,0.00787402
36.34285728,0.00000000,-3.93700800,3.93700800,0.00787402
37.14285729,0.00000000,0.00000000,7.87401500,0.00787402
37.94285730,0.00000000,0.00000000,7.87401500,0.00787402
38.74285731,0.00000000,0.00000000,3.93700800,0.00787402
