Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,4e-09,,,
Horizontal Delay,6.7e-08,6.7e-08,6.7e-08,6.7e-08
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.1,0.1
Vertical Position,-3.9,-3.94,-3.98,-4.04
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.300e-08,-0.00826562,-0.00271875,0.00682813,0.00665625
-3.280e-08,-0.008125,-0.00278125,0.00629688,0.00651563
-3.260e-08,-0.00817187,-0.00267187,0.00626562,0.00660938
-3.240e-08,-0.00795313,-0.00304688,0.00610938,0.00659375
-3.220e-08,-0.00826562,-0.0029375,0.00607812,0.00639063
-3.200e-08,-0.00839062,-0.00279687,0.00603125,0.00676562
-3.180e-08,-0.008125,-0.00254688,0.00614063,0.00689063
-3.160e-08,-0.0080625,-0.00234375,0.00579688,0.00673438
-3.140e-08,-0.00810937,-0.00253125,0.00614063,0.00625
-3.120e-08,-0.00828125,-0.00264063,0.00609375,0.00678125
-3.100e-08,-0.00801562,-0.00265625,0.00573438,0.006625
-3.080e-08,-0.0081875,-0.0023125,0.00575,0.0066875
-3.060e-08,-0.00814063,-0.00189062,0.00653125,0.00657812
-3.040e-08,-0.00807812,-0.00228125,0.006375,0.006625
-3.020e-08,-0.00807812,-0.00276562,0.0060625,0.00628125
-3.000e-08,-0.00821875,-0.00245313,0.0064375,0.00685938
-2.980e-08,-0.00814063,-0.00232813,0.00635938,0.006375
-2.960e-08,-0.0078125,-0.00285937,0.0061875,0.00635938
-2.940e-08,-0.00798437,-0.00275,0.00601563,0.00626562
-2.920e-08,-0.00821875,-0.002375,0.00623438,0.00676562
-2.900e-08,-0.00795313,-0.00217187,0.00657812,0.00676562
-2.880e-08,-0.00817187,-0.00260937,0.00632813,0.00610938
-2.860e-08,-0.00801562,-0.00285937,0.00629688,0.00634375
-2.840e-08,-0.00801562,-0.00223438,0.0064375,0.006625
-2.820e-08,-0.00804688,-0.0028125,0.00629688,0.00660938
-2.800e-08,-0.00823438,-0.00270312,0.00623438,0.0065
-2.780e-08,-0.00814063,-0.0021875,0.00675,0.0071875
-2.760e-08,-0.00823438,-0.00321875,0.00610938,0.00654688
-2.740e-08,-0.00804688,-0.00289062,0.0061875,0.006625
-2.720e-08,-0.00803125,-0.00298437,0.00620313,0.00675
-2.700e-08,-0.00796875,-0.00276562,0.00682813,0.00678125
-2.680e-08,-0.00820312,-0.0026875,0.00670313,0.00639063
-2.660e-08,-0.00764063,-0.00265625,0.00675,0.00635938
-2.640e-08,-0.00771875,-0.00270312,0.00642188,0.00645313
-2.620e-08,-0.00785938,-0.0026875,0.00632813,0.00659375
-2.600e-08,-0.008,-0.00257812,0.006125,0.00667187
-2.580e-08,-0.0080625,-0.00279687,0.00620313,0.00645313
-2.560e-08,-0.00804688,-0.00254688,0.00626562,0.00698438
