Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,4e-09,,,
Horizontal Delay,6.7e-08,6.7e-08,6.7e-08,6.7e-08
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.002,0.002,0.002,0.002
Vertical Position,-3.9,-3.94,-3.98,-4.04
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.300e-08,0.00317406,0.00542844,0.0099175,0.00328844
-3.280e-08,0.00318437,0.00540156,0.00990688,0.00328781
-3.260e-08,0.00318437,0.00538656,0.0099075,0.00327656
-3.240e-08,0.00318219,0.00537437,0.00988094,0.00325812
-3.220e-08,0.00318156,0.00538094,0.00986562,0.00323531
-3.200e-08,0.00318313,0.0053825,0.00986375,0.00321406
-3.180e-08,0.00319656,0.00539937,0.00988219,0.00321
-3.160e-08,0.00318906,0.00540969,0.00989375,0.00319281
-3.140e-08,0.00318938,0.005445,0.00988438,0.00318812
-3.120e-08,0.00317844,0.00545844,0.00984938,0.00318187
-3.100e-08,0.00318125,0.0054675,0.00981906,0.00317813
-3.080e-08,0.00318031,0.00547594,0.00980438,0.00318938
-3.060e-08,0.00317281,0.0054725,0.00982469,0.00321156
-3.040e-08,0.00315344,0.00545281,0.00985469,0.00320813
-3.020e-08,0.00314812,0.00544125,0.00986844,0.00320844
-3.000e-08,0.00314219,0.00542625,0.00988781,0.00321312
-2.980e-08,0.00313313,0.00539875,0.00989313,0.00322
-2.960e-08,0.00312906,0.00537719,0.00988594,0.00323438
-2.940e-08,0.00311937,0.00535406,0.00986344,0.00324875
-2.920e-08,0.003115,0.00533531,0.00983531,0.00324906
-2.900e-08,0.00310844,0.00532469,0.00978406,0.00324844
-2.880e-08,0.00311125,0.00532781,0.00973937,0.00323531
-2.860e-08,0.00311625,0.00534969,0.00972125,0.00320156
-2.840e-08,0.00310812,0.00539031,0.00972625,0.00317375
-2.820e-08,0.00308469,0.00541656,0.00973437,0.00315531
-2.800e-08,0.00307406,0.00542531,0.00974219,0.00315656
-2.780e-08,0.00308406,0.00544687,0.00977844,0.00316625
-2.760e-08,0.00308156,0.00544437,0.00982062,0.00316469
-2.740e-08,0.00307875,0.00546063,0.009845,0.00318313
-2.720e-08,0.00308375,0.00546,0.00985562,0.00321656
-2.700e-08,0.00308156,0.00546906,0.00987781,0.00326875
-2.680e-08,0.00308281,0.00545312,0.00987094,0.00329406
-2.660e-08,0.00309219,0.00544156,0.00985719,0.00331656
-2.640e-08,0.00309844,0.00541031,0.00984594,0.00333344
-2.620e-08,0.00308812,0.00538812,0.00980125,0.00334
-2.600e-08,0.00307938,0.00536656,0.00974594,0.00333812
-2.580e-08,0.00306938,0.00534906,0.00968688,0.00332469
-2.560e-08,0.00306562,0.00532,0.00966188,0.00331406
-2.540e-08,0.00306625,0.00528125,0.00966594,0.00330656
-2.520e-08,0.00306438,0.00523375,0.00969,0.00329531
