Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,4e-09,,,
Horizontal Delay,6.7e-08,6.7e-08,6.7e-08,6.7e-08
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.1,0.1
Vertical Position,-3.9,-3.94,-3.98,-4.04
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.300e-08,-0.00223438,0.00851563,0.00567187,0.0106875
-3.280e-08,-0.00265625,0.00853125,0.00517187,0.0106719
-3.260e-08,-0.00278125,0.00814063,0.00523438,0.01075
-3.240e-08,-0.00270312,0.00835938,0.00476562,0.0109844
-3.220e-08,-0.00267187,0.00834375,0.00501563,0.0109063
-3.200e-08,-0.00251563,0.0085625,0.005125,0.0109375
-3.180e-08,-0.00228125,0.00823438,0.00532813,0.0112187
-3.160e-08,-0.00273438,0.0085625,0.0048125,0.0110938
-3.140e-08,-0.00254688,0.00832813,0.00473438,0.0107031
-3.120e-08,-0.00265625,0.0085625,0.00504688,0.0109844
-3.100e-08,-0.00257812,0.00807812,0.00515625,0.0108906
-3.080e-08,-0.00264063,0.00857812,0.00495313,0.010875
-3.060e-08,-0.00207812,0.00828125,0.00521875,0.0110938
-3.040e-08,-0.00246875,0.00810938,0.00509375,0.0110156
-3.020e-08,-0.00264063,0.0083125,0.00479688,0.0108125
-3.000e-08,-0.00240625,0.00848437,0.00514063,0.0113125
-2.980e-08,-0.00232813,0.0081875,0.0054375,0.01075
-2.960e-08,-0.00246875,0.00864063,0.00495313,0.0105312
-2.940e-08,-0.0025625,0.00860938,0.00485937,0.0103281
-2.920e-08,-0.00229687,0.00879687,0.00525,0.0107656
-2.900e-08,-0.00203125,0.0085,0.00557812,0.0114375
-2.880e-08,-0.00235937,0.00810938,0.00465625,0.010375
-2.860e-08,-0.00273438,0.00820313,0.00485937,0.0106094
-2.840e-08,-0.0028125,0.00846875,0.00495313,0.0107656
-2.820e-08,-0.00279687,0.008125,0.00471875,0.0107969
-2.800e-08,-0.00275,0.00834375,0.00495313,0.0108438
-2.780e-08,-0.00223438,0.0089375,0.005125,0.0112187
-2.760e-08,-0.00290625,0.00825,0.0045625,0.0104844
-2.740e-08,-0.002875,0.00796875,0.00496875,0.0109844
-2.720e-08,-0.00276562,0.00820313,0.00504688,0.0109688
-2.700e-08,-0.00246875,0.00834375,0.0051875,0.0113125
-2.680e-08,-0.00246875,0.0084375,0.0050625,0.011125
-2.660e-08,-0.00246875,0.00854688,0.00492188,0.0109375
-2.640e-08,-0.002875,0.008625,0.005,0.0110312
-2.620e-08,-0.0025625,0.00859375,0.00490625,0.011125
-2.600e-08,-0.00275,0.0085,0.0048125,0.0111406
-2.580e-08,-0.00271875,0.00834375,0.00478125,0.0112344
-2.560e-08,-0.00265625,0.0091875,0.00534375,0.0116094
-2.540e-08,-0.00221875,0.00857812,0.00559375,0.0113125
