Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,4e-09,,,
Horizontal Delay,6.7e-08,6.7e-08,6.7e-08,6.7e-08
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.1,0.1
Vertical Position,-3.9,-3.94,-3.98,-4.04
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.300e-08,-0.00607812,0.00153125,0.00604688,0.00779688
-3.280e-08,-0.00640625,0.00139063,0.0055625,0.00775
-3.260e-08,-0.00601562,0.00135937,0.00584375,0.00784375
-3.240e-08,-0.00623438,0.00159375,0.00590625,0.0081875
-3.220e-08,-0.00653125,0.00151563,0.00601563,0.00810938
-3.200e-08,-0.00635938,0.00142188,0.00557812,0.0076875
-3.180e-08,-0.00601562,0.001375,0.00609375,0.008
-3.160e-08,-0.0061875,0.00151563,0.00592188,0.00790625
-3.140e-08,-0.00609375,0.00109375,0.00614063,0.00785938
-3.120e-08,-0.0063125,0.001125,0.00559375,0.00773438
-3.100e-08,-0.00648437,0.00139063,0.0054375,0.00759375
-3.080e-08,-0.006375,0.00146875,0.00570313,0.0076875
-3.060e-08,-0.00534375,0.00178125,0.00648437,0.00845313
-3.040e-08,-0.00571875,0.00140625,0.00592188,0.00807812
-3.020e-08,-0.00604688,0.000828125,0.0055625,0.00807812
-3.000e-08,-0.00590625,0.00123438,0.0055,0.00789063
-2.980e-08,-0.00582813,0.00121875,0.0061875,0.0076875
-2.960e-08,-0.00578125,0.00126562,0.00560938,0.00773438
-2.940e-08,-0.00621875,0.00117187,0.00570313,0.00760938
-2.920e-08,-0.00578125,0.00164063,0.00565625,0.0076875
-2.900e-08,-0.00564063,0.001625,0.00632813,0.00798438
-2.880e-08,-0.0059375,0.00153125,0.0058125,0.00825
-2.860e-08,-0.006,0.00104688,0.0061875,0.00820313
-2.840e-08,-0.0058125,0.00170313,0.00582813,0.00817187
-2.820e-08,-0.00615625,0.0011875,0.00582813,0.00764063
-2.800e-08,-0.006375,0.00154688,0.00528125,0.0078125
-2.780e-08,-0.005625,0.00173438,0.00603125,0.008375
-2.760e-08,-0.00635938,0.00126562,0.00528125,0.00773438
-2.740e-08,-0.00626562,0.001125,0.00559375,0.00789063
-2.720e-08,-0.00640625,0.00114063,0.0055625,0.00792188
-2.700e-08,-0.00617187,0.00151563,0.00564063,0.00801563
-2.680e-08,-0.00628125,0.00170313,0.0056875,0.00820313
-2.660e-08,-0.00617187,0.0014375,0.0058125,0.0081875
-2.640e-08,-0.0063125,0.00117187,0.00542188,0.0078125
-2.620e-08,-0.00640625,0.000921875,0.00601563,0.00804688
-2.600e-08,-0.00614063,0.00145312,0.00595313,0.008
-2.580e-08,-0.0065,0.00110938,0.00554688,0.00746875
-2.560e-08,-0.00628125,0.0013125,0.0054375,0.0076875
-2.540e-08,-0.006125,0.0014375,0.005625,0.00798438
