Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,4e-09,,,
Horizontal Delay,6.7e-08,6.7e-08,6.7e-08,6.7e-08
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.1,0.1
Vertical Position,-3.9,-3.94,-3.98,-4.04
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.300e-08,-0.00957812,-0.00528125,0.00257812,0.00523438
-3.280e-08,-0.00995313,-0.00559375,0.0021875,0.00582813
-3.260e-08,-0.00970312,-0.00545313,0.00223438,0.00565625
-3.240e-08,-0.00971875,-0.00542187,0.00235937,0.00564063
-3.220e-08,-0.00976562,-0.00560937,0.00232813,0.00596875
-3.200e-08,-0.00995313,-0.00573438,0.00192188,0.00528125
-3.180e-08,-0.00996875,-0.00560937,0.0020625,0.00578125
-3.160e-08,-0.0100312,-0.00548437,0.00207812,0.00542188
-3.140e-08,-0.00996875,-0.005125,0.00217187,0.00578125
-3.120e-08,-0.0099375,-0.0053125,0.00217187,0.00560938
-3.100e-08,-0.0103594,-0.0055,0.001875,0.00590625
-3.080e-08,-0.0101406,-0.00539062,0.00175,0.005625
-3.060e-08,-0.00925,-0.0046875,0.00254688,0.00592188
-3.040e-08,-0.00957812,-0.00517187,0.002375,0.0051875
-3.020e-08,-0.00995313,-0.0055625,0.00192188,0.00509375
-3.000e-08,-0.0100781,-0.00546875,0.00190625,0.00554688
-2.980e-08,-0.00976562,-0.00514063,0.002,0.005375
-2.960e-08,-0.00976562,-0.00546875,0.00201563,0.00571875
-2.940e-08,-0.00975,-0.00515625,0.00201563,0.00598438
-2.920e-08,-0.00964063,-0.00542187,0.00220313,0.00545313
-2.900e-08,-0.00964063,-0.00521875,0.0023125,0.00554688
-2.880e-08,-0.00960937,-0.00490625,0.00232813,0.005625
-2.860e-08,-0.00965625,-0.005125,0.00259375,0.00532813
-2.840e-08,-0.00954688,-0.00553125,0.00246875,0.00540625
-2.820e-08,-0.010125,-0.00578125,0.00226562,0.00553125
-2.800e-08,-0.0100156,-0.0053125,0.00192188,0.00525
-2.780e-08,-0.00939062,-0.00525,0.00270313,0.00546875
-2.760e-08,-0.00989062,-0.00553125,0.00198438,0.00523438
-2.740e-08,-0.00996875,-0.0055,0.002,0.00528125
-2.720e-08,-0.0099375,-0.00539062,0.00178125,0.00567187
-2.700e-08,-0.00967187,-0.005,0.00223438,0.0058125
-2.680e-08,-0.00946875,-0.00523438,0.00228125,0.00567187
-2.660e-08,-0.0096875,-0.00539062,0.00232813,0.00564063
-2.640e-08,-0.009875,-0.00553125,0.00214063,0.0055625
-2.620e-08,-0.0096875,-0.00504688,0.00217187,0.005625
-2.600e-08,-0.00970312,-0.00501562,0.00221875,0.00578125
-2.580e-08,-0.00978125,-0.00523438,0.00204688,0.00551563
-2.560e-08,-0.00976562,-0.0055,0.002,0.00523438
