Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,4e-09,,,
Horizontal Delay,6.7e-08,6.7e-08,6.7e-08,6.7e-08
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.002,0.002,0.002,0.002
Vertical Position,-3.9,-3.94,-3.98,-4.04
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.300e-08,0.00568937,0.00995719,0.0135791,0.00503031
-3.280e-08,0.00567969,0.00995344,0.0135909,0.00502062
-3.260e-08,0.00568438,0.00996,0.0135775,0.00501469
-3.240e-08,0.00569063,0.00995875,0.0135894,0.00501906
-3.220e-08,0.00569375,0.00994531,0.0135987,0.005025
-3.200e-08,0.00569688,0.00995344,0.013605,0.0050275
-3.180e-08,0.00570312,0.00996688,0.0136028,0.00502844
-3.160e-08,0.0056925,0.00996844,0.0135781,0.00502906
-3.140e-08,0.00568531,0.00994781,0.013555,0.00505
-3.120e-08,0.00567125,0.00992375,0.0135422,0.00505688
-3.100e-08,0.0056525,0.00989094,0.013525,0.0050575
-3.080e-08,0.00564625,0.00985313,0.0134931,0.00506344
-3.060e-08,0.00564031,0.00983469,0.01347,0.00507938
-3.040e-08,0.00563375,0.00980656,0.0134225,0.00508406
-3.020e-08,0.00562969,0.00979688,0.0134138,0.00508187
-3.000e-08,0.00562687,0.0097975,0.0134031,0.00508187
-2.980e-08,0.00562938,0.00979625,0.0134022,0.0050775
-2.960e-08,0.00564438,0.0098175,0.013385,0.00505937
-2.940e-08,0.00566125,0.00985594,0.0133772,0.00504562
-2.920e-08,0.005675,0.00990094,0.0133813,0.00504375
-2.900e-08,0.00567875,0.00993344,0.0133813,0.00505156
-2.880e-08,0.00568344,0.00993219,0.0133722,0.00504875
-2.860e-08,0.0056775,0.00992844,0.0133503,0.00503938
-2.840e-08,0.0056625,0.00992781,0.0133375,0.00503094
-2.820e-08,0.00566219,0.00993469,0.0133334,0.00501094
-2.800e-08,0.00565438,0.00994656,0.0133034,0.00499719
-2.780e-08,0.00565281,0.00996906,0.0132803,0.00501313
-2.760e-08,0.00563781,0.00999844,0.0132659,0.00502625
-2.740e-08,0.00561719,0.0100159,0.0132653,0.00506281
-2.720e-08,0.00560469,0.00999563,0.0132722,0.00509563
-2.700e-08,0.00559281,0.00997844,0.0132759,0.00511375
-2.680e-08,0.00559156,0.00995906,0.0132891,0.00512063
-2.660e-08,0.00560375,0.00994156,0.0133284,0.00511875
-2.640e-08,0.00561625,0.00993219,0.0133725,0.00510719
-2.620e-08,0.00562875,0.00993719,0.0134188,0.005095
-2.600e-08,0.00563625,0.0099475,0.0134622,0.00507969
-2.580e-08,0.00565438,0.00996094,0.0134997,0.00506188
-2.560e-08,0.00567187,0.0099625,0.013545,0.00505937
-2.540e-08,0.00568875,0.00996781,0.0135831,0.00508344
-2.520e-08,0.00569594,0.00996688,0.0136025,0.00508875
