Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,4e-09,,,
Horizontal Delay,6.7e-08,6.7e-08,6.7e-08,6.7e-08
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.002,0.002,0.002,0.002
Vertical Position,-3.9,-3.94,-3.98,-4.04
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.300e-08,0.00681344,0.0117581,0.0132856,0.0060625
-3.280e-08,0.006825,0.0118028,0.0133206,0.00608281
-3.260e-08,0.00683844,0.0118553,0.0133584,0.00611531
-3.240e-08,0.00684188,0.0119025,0.0133734,0.00615062
-3.220e-08,0.00684406,0.0119297,0.0133725,0.00617219
-3.200e-08,0.00684594,0.0119322,0.0133681,0.00618469
-3.180e-08,0.006855,0.0119266,0.0133772,0.0061825
-3.160e-08,0.00685813,0.0119222,0.0133825,0.00617531
-3.140e-08,0.00686906,0.0119416,0.0133944,0.00616656
-3.120e-08,0.00687531,0.0119663,0.0134159,0.00615062
-3.100e-08,0.00689125,0.01196,0.0134391,0.00613156
-3.080e-08,0.00691219,0.0119422,0.0134616,0.00612437
-3.060e-08,0.0069525,0.0119203,0.0134969,0.0061225
-3.040e-08,0.00697531,0.0118934,0.0135231,0.00608656
-3.020e-08,0.00698781,0.0118769,0.0135697,0.00604969
-3.000e-08,0.00699875,0.0119047,0.0136153,0.0060225
-2.980e-08,0.00700656,0.0119231,0.0136425,0.00601625
-2.960e-08,0.00702969,0.0119134,0.0136572,0.00602219
-2.940e-08,0.00704094,0.0118684,0.0136556,0.00602969
-2.920e-08,0.00704156,0.0118256,0.0136413,0.00603281
-2.900e-08,0.00702688,0.0118309,0.0136234,0.00605281
-2.880e-08,0.00700344,0.0118397,0.0135891,0.00606438
-2.860e-08,0.00697438,0.0118334,0.0135591,0.00605156
-2.840e-08,0.00694156,0.0118266,0.0135563,0.00606219
-2.820e-08,0.00690938,0.0118209,0.0135597,0.00606031
-2.800e-08,0.00687563,0.0118209,0.0135722,0.00607062
-2.780e-08,0.00685313,0.0118303,0.0135963,0.00611094
-2.760e-08,0.00682813,0.0118378,0.0135675,0.00613
-2.740e-08,0.00681688,0.0118566,0.0135122,0.00616594
-2.720e-08,0.00679844,0.0118675,0.0134434,0.00618219
-2.700e-08,0.00680219,0.0118525,0.0133937,0.00616437
-2.680e-08,0.00681219,0.0118134,0.0133725,0.00615156
-2.660e-08,0.00683281,0.0117862,0.0133675,0.00615594
-2.640e-08,0.00684938,0.0118031,0.01336,0.00616844
-2.620e-08,0.00686531,0.0118281,0.0133375,0.00618813
-2.600e-08,0.00687875,0.0118828,0.0133206,0.00620875
-2.580e-08,0.00688906,0.0119178,0.0132978,0.00619406
-2.560e-08,0.00689438,0.011965,0.0132906,0.00617875
-2.540e-08,0.00689344,0.0120172,0.0133203,0.00616156
-2.520e-08,0.00687188,0.0120272,0.0133575,0.00615125
