Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,1.6e-10,1.6e-10,1.6e-10,1.6e-10
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,0.05
Vertical Position,-4.62,-4.52,-4.58,-4.66
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.984e-08,-0.00502344,-0.00960156,-0.00580469,-0.00327344
-9.964e-08,-0.00514062,-0.00967187,-0.00570313,-0.00338281
-9.944e-08,-0.00513281,-0.00963281,-0.00570313,-0.00335156
-9.924e-08,-0.00511719,-0.00953125,-0.0056875,-0.00334375
-9.904e-08,-0.00520313,-0.00953906,-0.00570313,-0.00326562
-9.884e-08,-0.0050625,-0.00979687,-0.00558594,-0.00319531
-9.864e-08,-0.00514062,-0.00971094,-0.0058125,-0.00326562
-9.844e-08,-0.00510937,-0.0098125,-0.0055625,-0.00338281
-9.824e-08,-0.00510937,-0.00960937,-0.0056875,-0.00325
-9.804e-08,-0.00505469,-0.00975,-0.00563281,-0.00345313
-9.784e-08,-0.00525781,-0.00982812,-0.00582812,-0.00342187
-9.764e-08,-0.005125,-0.00967187,-0.00576562,-0.00338281
-9.744e-08,-0.00479688,-0.00942187,-0.0058125,-0.00311719
-9.724e-08,-0.00486719,-0.00960937,-0.0056875,-0.00328125
-9.704e-08,-0.00515625,-0.009875,-0.00560937,-0.00333594
-9.684e-08,-0.00508594,-0.00967187,-0.00574219,-0.00332812
-9.664e-08,-0.00515625,-0.00963281,-0.00590625,-0.00332031
-9.644e-08,-0.00517969,-0.00971094,-0.00576562,-0.00335937
-9.624e-08,-0.00530469,-0.0095,-0.00588281,-0.00340625
-9.604e-08,-0.0050625,-0.00966406,-0.00553906,-0.00327344
-9.584e-08,-0.00489844,-0.00978906,-0.00559375,-0.0030625
-9.564e-08,-0.00495313,-0.00961719,-0.00594531,-0.00341406
-9.544e-08,-0.00514062,-0.00957031,-0.0058125,-0.00335937
-9.524e-08,-0.00492969,-0.00975,-0.00571094,-0.00334375
-9.504e-08,-0.00516406,-0.00975781,-0.00564844,-0.003375
-9.484e-08,-0.00509375,-0.00964844,-0.00596875,-0.00347656
-9.464e-08,-0.00484375,-0.0095,-0.00544531,-0.00324219
-9.444e-08,-0.00517187,-0.00975,-0.00582812,-0.00353125
-9.424e-08,-0.00520313,-0.00963281,-0.00586719,-0.00349219
-9.404e-08,-0.00520313,-0.00972656,-0.00573437,-0.00334375
-9.384e-08,-0.00525781,-0.00964844,-0.00570313,-0.00323437
-9.364e-08,-0.00511719,-0.00947656,-0.00574219,-0.003375
-9.344e-08,-0.00507031,-0.00957812,-0.00573437,-0.00325781
-9.324e-08,-0.00514844,-0.00964844,-0.00575,-0.00334375
-9.304e-08,-0.00509375,-0.00955469,-0.00570313,-0.00335156
-9.284e-08,-0.00499219,-0.00944531,-0.005625,-0.00329688
