Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,1.6e-10,1.6e-10,1.6e-10,1.6e-10
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,0.05
Vertical Position,-4.62,-4.52,-4.58,-4.66
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.984e-08,-0.00505469,-0.00958594,-0.005875,-0.00360937
-9.964e-08,-0.0053125,-0.00972656,-0.00576562,-0.00346094
-9.944e-08,-0.00525781,-0.00963281,-0.005875,-0.00346094
-9.924e-08,-0.0051875,-0.00958594,-0.00576562,-0.00346094
-9.904e-08,-0.00526562,-0.00967969,-0.00590625,-0.00342969
-9.884e-08,-0.0051875,-0.00975,-0.00571094,-0.00338281
-9.864e-08,-0.00520313,-0.00973437,-0.00582812,-0.00336719
-9.844e-08,-0.00528125,-0.00982031,-0.005875,-0.00344531
-9.824e-08,-0.00511719,-0.009625,-0.00596875,-0.0035625
-9.804e-08,-0.0054375,-0.00960156,-0.00571094,-0.00354688
-9.784e-08,-0.00534375,-0.00969531,-0.00585156,-0.00367969
-9.764e-08,-0.00517187,-0.00978125,-0.00577344,-0.00346094
-9.744e-08,-0.00485156,-0.0094375,-0.00583594,-0.00325
-9.724e-08,-0.00498437,-0.00960937,-0.00582812,-0.00353125
-9.704e-08,-0.00528906,-0.00982031,-0.00576562,-0.00357812
-9.684e-08,-0.00524219,-0.00974219,-0.00578125,-0.00329688
-9.664e-08,-0.00516406,-0.00952344,-0.00592969,-0.00342187
-9.644e-08,-0.00527344,-0.00967187,-0.00585156,-0.00349219
-9.624e-08,-0.0054375,-0.00959375,-0.00589844,-0.00359375
-9.604e-08,-0.00521094,-0.00965625,-0.00573437,-0.00332812
-9.584e-08,-0.00510937,-0.00961719,-0.00572656,-0.00317187
-9.564e-08,-0.00503125,-0.00955469,-0.00594531,-0.0036875
-9.544e-08,-0.00522656,-0.00961719,-0.00597656,-0.00364844
-9.524e-08,-0.00520313,-0.00975781,-0.00571875,-0.00346875
-9.504e-08,-0.00528125,-0.00978125,-0.00589062,-0.00364062
-9.484e-08,-0.00534375,-0.00960156,-0.00589844,-0.00365625
-9.464e-08,-0.00491406,-0.00945312,-0.00567969,-0.00327344
-9.444e-08,-0.00530469,-0.00992187,-0.00585156,-0.003625
-9.424e-08,-0.00522656,-0.00985937,-0.00592187,-0.00345313
-9.404e-08,-0.00525781,-0.00986719,-0.00583594,-0.00349219
-9.384e-08,-0.00521875,-0.009625,-0.00585938,-0.0033125
-9.364e-08,-0.00514062,-0.00958594,-0.00589844,-0.00350781
-9.344e-08,-0.00522656,-0.00965625,-0.00584375,-0.00353906
-9.324e-08,-0.00525781,-0.00984375,-0.00579688,-0.00338281
-9.304e-08,-0.00520313,-0.00978125,-0.00583594,-0.00345313
-9.284e-08,-0.00527344,-0.00946875,-0.00575781,-0.00342969
