Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,1.6e-10,1.6e-10,1.6e-10,1.6e-10
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,0.05
Vertical Position,-4.62,-4.52,-4.58,-4.66
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.984e-08,-0.00510937,-0.00960937,-0.0058125,-0.00325
-9.964e-08,-0.00525,-0.00973437,-0.00574219,-0.00339062
-9.944e-08,-0.00526562,-0.00959375,-0.00574219,-0.00342187
-9.924e-08,-0.00529688,-0.00957812,-0.00566406,-0.00349219
-9.904e-08,-0.00526562,-0.00954687,-0.00563281,-0.00342187
-9.884e-08,-0.00510156,-0.00983594,-0.00551562,-0.00328125
-9.864e-08,-0.00502344,-0.00971094,-0.0058125,-0.0031875
-9.844e-08,-0.00507031,-0.00969531,-0.00575,-0.00336719
-9.824e-08,-0.00519531,-0.00964062,-0.00586719,-0.00334375
-9.804e-08,-0.00514844,-0.00971875,-0.00558594,-0.00342969
-9.784e-08,-0.00524219,-0.00985937,-0.00586719,-0.00345313
-9.764e-08,-0.00514062,-0.00983594,-0.00578906,-0.0033125
-9.744e-08,-0.00475781,-0.00942969,-0.00571875,-0.00323437
-9.724e-08,-0.00507031,-0.00959375,-0.00563281,-0.00339844
-9.704e-08,-0.00530469,-0.00994531,-0.00577344,-0.00333594
-9.684e-08,-0.00523437,-0.00978125,-0.00576562,-0.00332031
-9.664e-08,-0.00517969,-0.00969531,-0.00592969,-0.00330469
-9.644e-08,-0.00513281,-0.00969531,-0.00578125,-0.00345313
-9.624e-08,-0.00539062,-0.00955469,-0.00574219,-0.00353125
-9.604e-08,-0.00521094,-0.00966406,-0.00560156,-0.00342969
-9.584e-08,-0.00503906,-0.00970312,-0.005625,-0.00317187
-9.564e-08,-0.00509375,-0.00953906,-0.00590625,-0.0035
-9.544e-08,-0.00532031,-0.00953906,-0.005875,-0.00352344
-9.524e-08,-0.00510937,-0.00971875,-0.00572656,-0.00344531
-9.504e-08,-0.00525781,-0.00975781,-0.00583594,-0.00353125
-9.484e-08,-0.00527344,-0.00960156,-0.0058125,-0.00345313
-9.464e-08,-0.00498437,-0.00948437,-0.00555469,-0.00324219
-9.444e-08,-0.00533594,-0.00980469,-0.00578906,-0.00357031
-9.424e-08,-0.00521094,-0.00979687,-0.006,-0.003375
-9.404e-08,-0.00517187,-0.00964062,-0.00577344,-0.00348437
-9.384e-08,-0.00511719,-0.00950781,-0.00564844,-0.00335937
-9.364e-08,-0.00508594,-0.00957031,-0.00567969,-0.00341406
-9.344e-08,-0.00503906,-0.00964844,-0.0058125,-0.00333594
-9.324e-08,-0.00519531,-0.00971875,-0.00571875,-0.00335156
-9.304e-08,-0.00528906,-0.00958594,-0.00585938,-0.00346875
-9.284e-08,-0.00521094,-0.00954687,-0.00571094,-0.00340625
