Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,1.6e-10,1.6e-10,1.6e-10,1.6e-10
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,0.05
Vertical Position,-4.62,-4.52,-4.58,-4.66
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.984e-08,-0.00514062,-0.00964062,-0.00597656,-0.00342969
-9.964e-08,-0.00526562,-0.00978906,-0.00582031,-0.00353125
-9.944e-08,-0.00519531,-0.00977344,-0.00588281,-0.0035
-9.924e-08,-0.00517969,-0.0098125,-0.00565625,-0.00354688
-9.904e-08,-0.00524219,-0.00971875,-0.0059375,-0.00345313
-9.884e-08,-0.00515625,-0.00986719,-0.00578906,-0.00326562
-9.864e-08,-0.00514844,-0.00971875,-0.00591406,-0.00328906
-9.844e-08,-0.00514844,-0.00994531,-0.00570313,-0.00338281
-9.824e-08,-0.00536719,-0.00978906,-0.00589844,-0.00342969
-9.804e-08,-0.00536719,-0.00979687,-0.00565625,-0.00350781
-9.784e-08,-0.00528125,-0.009875,-0.00589844,-0.00364062
-9.764e-08,-0.00517969,-0.01,-0.00585938,-0.00338281
-9.744e-08,-0.00496875,-0.0095,-0.00580469,-0.00307812
-9.724e-08,-0.00505469,-0.00966406,-0.00584375,-0.00326562
-9.704e-08,-0.00527344,-0.00966406,-0.00585156,-0.00351562
-9.684e-08,-0.00519531,-0.00979687,-0.00585938,-0.00338281
-9.664e-08,-0.00502344,-0.0096875,-0.00602344,-0.00339062
-9.644e-08,-0.00521094,-0.00986719,-0.00585938,-0.0035625
-9.624e-08,-0.00539062,-0.00963281,-0.00596094,-0.00350781
-9.604e-08,-0.00516406,-0.00978906,-0.00582031,-0.00339844
-9.584e-08,-0.00507031,-0.00972656,-0.00572656,-0.00324219
-9.564e-08,-0.005125,-0.0095625,-0.00595313,-0.00341406
-9.544e-08,-0.00540625,-0.00960156,-0.00583594,-0.00345313
-9.524e-08,-0.00525781,-0.00977344,-0.00582812,-0.00339844
-9.504e-08,-0.00535156,-0.00982031,-0.00592969,-0.0035625
-9.484e-08,-0.005375,-0.00986719,-0.00596094,-0.00353125
-9.464e-08,-0.00486719,-0.00953125,-0.00564844,-0.00336719
-9.444e-08,-0.00535937,-0.00989844,-0.005875,-0.00353906
-9.424e-08,-0.00516406,-0.00986719,-0.00605469,-0.0034375
-9.404e-08,-0.00528906,-0.00980469,-0.00596094,-0.0034375
-9.384e-08,-0.00527344,-0.00961719,-0.00590625,-0.00347656
-9.364e-08,-0.00525781,-0.00960937,-0.00596875,-0.00345313
-9.344e-08,-0.005125,-0.00964062,-0.00592187,-0.00358594
-9.324e-08,-0.00532031,-0.00982031,-0.00585156,-0.00342187
-9.304e-08,-0.00527344,-0.00979687,-0.00577344,-0.00339062
-9.284e-08,-0.00516406,-0.00974219,-0.00567187,-0.00332812
