Model,DPO4104B
Firmware Version,1.38

Waveform Type,Analog,Analog,Analog,Analog
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,2e-09,,,
Horizontal Delay,1.6e-10,1.6e-10,1.6e-10,1.6e-10
Sample Interval,2e-10,,,
Record Length,1000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,0.05
Vertical Position,-4.62,-4.52,-4.58,-4.66
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.984e-08,-0.00507031,-0.00963281,-0.00573437,-0.00342187
-9.964e-08,-0.00509375,-0.00964062,-0.00577344,-0.00342187
-9.944e-08,-0.00523437,-0.00971094,-0.00584375,-0.00355469
-9.924e-08,-0.0051875,-0.00961719,-0.00564062,-0.00345313
-9.904e-08,-0.00529688,-0.00960156,-0.00596094,-0.00351562
-9.884e-08,-0.00510937,-0.00980469,-0.00567187,-0.0033125
-9.864e-08,-0.00507812,-0.00971875,-0.00575,-0.00333594
-9.844e-08,-0.00516406,-0.00984375,-0.00563281,-0.00338281
-9.824e-08,-0.00522656,-0.00970312,-0.00589062,-0.00348437
-9.804e-08,-0.0053125,-0.00973437,-0.00573437,-0.0034375
-9.784e-08,-0.00524219,-0.00979687,-0.00588281,-0.00360937
-9.764e-08,-0.00515625,-0.00965625,-0.00572656,-0.00332031
-9.744e-08,-0.00485937,-0.009375,-0.005875,-0.00314062
-9.724e-08,-0.00497656,-0.00957812,-0.00574219,-0.00346875
-9.704e-08,-0.00527344,-0.00975781,-0.00579688,-0.00339844
-9.684e-08,-0.00510937,-0.00978906,-0.00586719,-0.00332812
-9.664e-08,-0.00517187,-0.00958594,-0.00588281,-0.0033125
-9.644e-08,-0.005125,-0.00958594,-0.0058125,-0.00352344
-9.624e-08,-0.00539844,-0.00960937,-0.00578125,-0.00353906
-9.604e-08,-0.00528125,-0.009625,-0.00569531,-0.00344531
-9.584e-08,-0.00509375,-0.00971875,-0.00567187,-0.00326562
-9.564e-08,-0.00503125,-0.00952344,-0.00598437,-0.00352344
-9.544e-08,-0.00540625,-0.00954687,-0.00569531,-0.00351562
-9.524e-08,-0.00503906,-0.0096875,-0.00573437,-0.00332812
-9.504e-08,-0.00529688,-0.00973437,-0.00571875,-0.00344531
-9.484e-08,-0.00517969,-0.00957031,-0.005875,-0.00360156
-9.464e-08,-0.00480469,-0.00955469,-0.00564062,-0.00321875
-9.444e-08,-0.00535937,-0.00975,-0.00591406,-0.00358594
-9.424e-08,-0.00529688,-0.00984375,-0.00576562,-0.00339062
-9.404e-08,-0.00517969,-0.00973437,-0.00579688,-0.00350781
-9.384e-08,-0.00523437,-0.00957812,-0.00564062,-0.0033125
-9.364e-08,-0.00504688,-0.00963281,-0.00576562,-0.00341406
-9.344e-08,-0.00525,-0.00963281,-0.00576562,-0.00349219
-9.324e-08,-0.00525,-0.00967969,-0.00575781,-0.00352344
-9.304e-08,-0.00517969,-0.0096875,-0.00564062,-0.0034375
-9.284e-08,-0.00502344,-0.00952344,-0.0056875,-0.00341406
