Time,Channel A,Channel B,Channel C,Channel D
(ns),(mV),(mV),(mV),(V)

-15.29491583,0.12303150,0.10765260,7.82787800,0.00784326
-15.21491582,0.30757870,0.29219980,7.67408900,0.00784326
-15.13491582,0.43061020,0.43061020,7.38188900,0.00787402
-15.05491582,0.50750490,0.50750490,6.96665800,0.00790477
-14.97491582,0.53826270,0.53826270,6.47453200,0.00790477
-14.89491582,0.53826270,0.53826270,5.92089000,0.00790477
-14.81491582,0.50750490,0.50750490,5.38262700,0.00790477
-14.73491582,0.43061020,0.43061020,4.85974400,0.00787402
-14.65491582,0.30757870,0.30757870,4.41375400,0.00784326
-14.57491582,0.12303150,0.12303150,4.06003900,0.00784326
-14.49491581,-0.13841040,-0.13841040,3.81397600,0.00784326
-14.41491581,-0.46136810,-0.46136810,3.66018700,0.00784326
-14.33491581,-0.83046260,-0.83046260,3.59867100,0.00787402
-14.25491581,-1.27645200,-1.27645200,3.59867100,0.00790477
-14.17491581,-1.73782000,-1.73782000,3.64480800,0.00790477
-14.09491581,-2.21456700,-2.21456700,3.72170300,0.00790477
-14.01491581,-2.67593500,-2.67593500,3.78321800,0.00790477
-13.93491581,-3.10654500,-3.10654500,3.84473400,0.00787402
-13.85491581,-3.49101900,-3.47564000,3.89087100,0.00784326
-13.77491580,-3.79859700,-3.78321800,3.92162900,0.00784326
-13.69491580,-4.02928100,-4.04466000,3.92162900,0.00784326
-13.61491580,-4.18307100,-4.22920700,3.89087100,0.00784326
-13.53491580,-4.27534400,-4.36761800,3.84473400,0.00787402
-13.45491580,-4.29072300,-4.44451300,3.78321800,0.00790477
-13.37491580,-4.25996500,-4.49065000,3.72170300,0.00790477
-13.29491580,-4.18307100,-4.49065000,3.64480800,0.00790477
-13.21491580,-4.10617600,-4.44451300,3.59867100,0.00790477
-13.13491580,-4.02928100,-4.36761800,3.59867100,0.00787402
-13.05491580,-3.96776600,-4.22920700,3.66018700,0.00784326
-12.97491579,-3.92162900,-4.04466000,3.81397600,0.00784326
-12.89491579,-3.92162900,-3.78321800,4.04466000,0.00784326
-12.81491579,-3.96776600,-3.47564000,4.36761800,0.00784326
-12.73491579,-4.02928100,-3.10654500,4.76747000,0.00787402
-12.65491579,-4.10617600,-2.67593500,5.21345900,0.00790477
-12.57491579,-4.18307100,-2.21456700,5.69020700,0.00790477
-12.49491579,-4.25996500,-1.73782000,6.16695300,0.00790477
-12.41491579,-4.29072300,-1.27645200,6.61294300,0.00790477
-12.33491579,-4.27534400,-0.83046260,7.04355200,0.00787402
-12.25491578,-4.18307100,-0.46136810,7.39726800,0.00784326
-12.17491578,-4.02928100,-0.13841040,7.70484700,0.00784326
-12.09491578,-3.79859700,0.12303150,7.96628900,0.00784326
-12.01491578,-3.49101900,0.30757870,8.16621500,0.00784326
-11.93491578,-3.10654500,0.43061020,8.30462600,0.00787402
-11.85491578,-2.67593500,0.50750490,8.39689900,0.00790477
-11.77491578,-2.21456700,0.53826270,8.44303500,0.00790477
-11.69491578,-1.73782000,0.53826270,8.44303500,0.00790477
-11.61491578,-1.26107300,0.50750490,8.39689900,0.00790477
-11.53491577,-0.83046260,0.43061020,8.30462600,0.00787402
-11.45491577,-0.44598910,0.30757870,8.16621500,0.00784326
-11.37491577,-0.12303150,0.12303150,7.96628900,0.00784326
-11.29491577,0.10765260,-0.13841040,7.70484700,0.00784326
-11.21491577,0.26144190,-0.49212600,7.39726800,0.00784326
-11.13491577,0.33833660,-0.93811510,7.04355200,0.00787402
-11.05491577,0.33833660,-1.43024100,6.61294300,0.00790477
-10.97491577,0.30757870,-1.96850400,6.16695300,0.00790477
-10.89491577,0.23068400,-2.52214600,5.69020700,0.00790477
-10.81491577,0.16916830,-3.01427100,5.21345900,0.00790477
-10.73491576,0.09227362,-3.44488200,4.76747000,0.00787402
-10.65491576,0.04613681,-3.73708200,4.36761800,0.00784326
-10.57491576,0.01537894,-3.90625000,4.04466000,0.00784326
-10.49491576,0.00000000,-3.90625000,3.81397600,0.00784326
-10.41491576,-0.01537894,-3.73708200,3.66018700,0.00784326
-10.33491576,0.00000000,-3.44488200,3.59867100,0.00787402
-10.25491576,0.00000000,-3.01427100,3.59867100,0.00790477
-10.17491576,0.00000000,-2.52214600,3.64480800,0.00790477
-10.09491576,0.00000000,-1.96850400,3.72170300,0.00790477
-10.01491575,0.00000000,-1.43024100,3.78321800,0.00790477
-9.93491575,0.00000000,-0.93811510,3.84473400,0.00787402
-9.85491575,0.00000000,-0.49212600,3.89087100,0.00784326
-9.77491575,0.00000000,-0.13841040,3.92162900,0.00784326
-9.69491575,0.00000000,0.12303150,3.92162900,0.00784326
-9.61491575,0.00000000,0.30757870,3.89087100,0.00784326
-9.53491575,0.00000000,0.43061020,3.84473400,0.00787402
-9.45491575,0.00000000,0.50750490,3.78321800,0.00790477
-9.37491575,0.00000000,0.53826270,3.72170300,0.00790477
-9.29491574,0.00000000,0.53826270,3.64480800,0.00790477
-9.21491574,0.00000000,0.50750490,3.59867100,0.00790477
-9.13491574,0.00000000,0.43061020,3.59867100,0.00787402
-9.05491574,0.00000000,0.30757870,3.66018700,0.00784326
-8.97491574,0.00000000,0.12303150,3.81397600,0.00784326
-8.89491574,0.00000000,-0.13841040,4.06003900,0.00784326
-8.81491574,0.00000000,-0.49212600,4.41375400,0.00784326
-8.73491574,0.00000000,-0.93811510,4.85974400,0.00787402
-8.65491574,0.00000000,-1.43024100,5.38262700,0.00790477
-8.57491574,0.00000000,-1.96850400,5.92089000,0.00790477
-8.49491573,0.00000000,-2.52214600,6.47453200,0.00790477
-8.41491573,0.00000000,-3.02965000,6.96665800,0.00790477
-8.33491573,0.00000000,-3.44488200,7.38188900,0.00787402
-8.25491573,0.00000000,-3.75246000,7.67408900,0.00784326
-8.17491573,0.00000000,-3.90625000,7.82787800,0.00784326
-8.09491573,0.00000000,-3.89087100,7.82787800,0.00784326
-8.01491573,0.00000000,-3.70632400,7.67408900,0.00784326
-7.93491573,0.00000000,-3.35260800,7.38188900,0.00787402
-7.85491573,0.00000000,-2.86048200,6.96665800,0.00790477
-7.77491572,0.00000000,-2.27608300,6.47453200,0.00790477
-7.69491572,0.00000000,-1.67630400,5.92089000,0.00790477
-7.61491572,0.00000000,-1.09190400,5.38262700,0.00790477
-7.53491572,0.00000000,-0.58439960,4.85974400,0.00787402
-7.45491572,0.00000000,-0.21530510,4.41375400,0.00784326
-7.37491572,0.00000000,-0.03075787,4.06003900,0.00784326
-7.29491572,0.00000000,-0.03075787,3.81397600,0.00784326
-7.21491572,0.00000000,-0.21530510,3.66018700,0.00784326
-7.13491572,0.00000000,-0.58439960,3.59867100,0.00787402
-7.05491572,0.00000000,-1.09190400,3.59867100,0.00790477
-6.97491571,0.00000000,-1.67630400,3.64480800,0.00790477
-6.89491571,0.00000000,-2.27608300,3.72170300,0.00790477
-6.81491571,0.00000000,-2.86048200,3.78321800,0.00790477
-6.73491571,0.00000000,-3.35260800,3.84473400,0.00787402
-6.65491571,0.00000000,-3.70632400,3.89087100,0.00784326
-6.57491571,0.00000000,-3.89087100,3.90625000,0.00784326
-6.49491571,0.00000000,-3.89087100,3.92162900,0.00784326
-6.41491571,0.00000000,-3.70632400,3.93700800,0.00784326
-6.33491571,0.00000000,-3.35260800,3.93700800,0.00787402
-6.25491570,0.00000000,-2.86048200,3.95238700,0.00790477
-6.17491570,0.00000000,-2.27608300,3.95238700,0.00790477
-6.09491570,0.00000000,-1.67630400,3.95238700,0.00790477
-6.01491570,0.00000000,-1.09190400,3.95238700,0.00790477
-5.93491570,0.00000000,-0.58439960,3.93700800,0.00787402
-5.85491570,0.00000000,-0.23068400,3.92162900,0.00784326
-5.77491570,0.00000000,-0.03075787,3.92162900,0.00784326
-5.69491570,0.00000000,-0.01537894,3.92162900,0.00784326
-5.61491570,0.00000000,-0.16916830,3.92162900,0.00784326
-5.53491569,0.00000000,-0.49212600,3.93700800,0.00787402
-5.45491569,0.00000000,-0.92273620,3.95238700,0.00790477
-5.37491569,0.00000000,-1.43024100,3.95238700,0.00790477
-5.29491569,0.00000000,-1.98388300,3.95238700,0.00790477
-5.21491569,0.00000000,-2.52214600,3.93700800,0.00790477
-5.13491569,0.00000000,-3.01427100,3.93700800,0.00787402
-5.05491569,0.00000000,-3.44488200,3.92162900,0.00787402
-4.97491569,0.00000000,-3.78321800,3.92162900,0.00784326
-4.89491569,0.00000000,-4.02928100,3.93700800,0.00781250
-4.81491569,0.00000000,-4.15231300,3.96776600,0.00778174
-4.73491568,0.00000000,-4.18307100,4.02928100,0.00768947
-4.65491568,0.00000000,-4.13693400,4.10617600,0.00756644
-4.57491568,0.00000000,-4.01390200,4.18307100,0.00744341
-4.49491568,0.00000000,-3.89087100,4.25996500,0.00728962
-4.41491568,0.00000000,-3.76783900,4.29072300,0.00719734
-4.33491568,0.00000000,-3.69094500,4.29072300,0.00719734
-4.25491568,0.00000000,-3.70632400,4.21382900,0.00732037
