Time,Channel A,Channel B,Channel C,Channel D
(ns),(mV),(mV),(mV),(V)

-15.26557383,-4.01390200,-3.90625000,3.92162900,0.00756644
-15.18557382,-4.01390200,-3.73708200,3.92162900,0.00688976
-15.10557382,-3.78321800,-3.44488200,3.93700800,0.00602854
-15.02557382,-3.36798700,-3.01427100,3.95238700,0.00501353
-14.94557382,-2.82972400,-2.52214600,3.95238700,0.00396777
-14.86557382,-2.21456700,-1.96850400,3.95238700,0.00286048
-14.78557382,-1.59940900,-1.43024100,3.95238700,0.00184547
-14.70557382,-1.03038900,-0.92273620,3.93700800,0.00098425
-14.62557382,-0.53826270,-0.49212600,3.92162900,0.00036909
-14.54557382,-0.15378940,-0.13841040,3.92162900,0.00003076
-14.46557381,0.12303150,0.10765260,3.92162900,0.00003076
-14.38557381,0.32295760,0.27682080,3.92162900,0.00036909
-14.30557381,0.44598910,0.33833660,3.93700800,0.00098425
-14.22557381,0.50750490,0.35371550,3.95238700,0.00184547
-14.14557381,0.53826270,0.30757870,3.95238700,0.00286048
-14.06557381,0.53826270,0.23068400,3.95238700,0.00396777
-13.98557381,0.50750490,0.16916830,3.93700800,0.00501353
-13.90557381,0.43061020,0.09227362,3.93700800,0.00602854
-13.82557381,0.30757870,0.04613681,3.92162900,0.00688976
-13.74557380,0.12303150,0.01537894,3.92162900,0.00756644
-13.66557380,-0.13841040,0.00000000,3.93700800,0.00805856
-13.58557380,-0.49212600,-0.01537894,3.96776600,0.00839690
-13.50557380,-0.93811510,0.00000000,4.02928100,0.00855069
-13.42557380,-1.43024100,0.00000000,4.10617600,0.00858145
-13.34557380,-1.96850400,0.00000000,4.18307100,0.00851993
-13.26557380,-2.52214600,0.00000000,4.25996500,0.00836614
-13.18557380,-3.01427100,0.00000000,4.29072300,0.00821235
-13.10557380,-3.44488200,0.00000000,4.27534400,0.00805856
-13.02557380,-3.73708200,-0.01537894,4.19845000,0.00793553
-12.94557379,-3.90625000,0.00000000,4.02928100,0.00787402
-12.86557379,-3.90625000,0.01537894,3.78321800,0.00784326
-12.78557379,-3.73708200,0.04613681,3.44488200,0.00784326
-12.70557379,-3.44488200,0.09227362,3.01427100,0.00787402
-12.62557379,-3.01427100,0.16916830,2.50676700,0.00787402
-12.54557379,-2.52214600,0.23068400,1.98388300,0.00790477
-12.46557379,-1.96850400,0.30757870,1.43024100,0.00790477
-12.38557379,-1.43024100,0.33833660,0.92273620,0.00790477
-12.30557379,-0.92273620,0.33833660,0.49212600,0.00787402
-12.22557378,-0.47674700,0.26144190,0.18454720,0.00784326
-12.14557378,-0.13841040,0.10765260,0.01537894,0.00784326
-12.06557378,0.10765260,-0.12303150,0.01537894,0.00784326
-11.98557378,0.23068400,-0.44598910,0.18454720,0.00784326
-11.90557378,0.24606300,-0.83046260,0.49212600,0.00787402
-11.82557378,0.18454720,-1.26107300,0.92273620,0.00790477
-11.74557378,0.06151574,-1.73782000,1.43024100,0.00790477
-11.66557378,-0.06151574,-2.21456700,1.98388300,0.00790477
-11.58557378,-0.18454720,-2.67593500,2.50676700,0.00790477
-11.50557377,-0.24606300,-3.10654500,3.01427100,0.00787402
-11.42557377,-0.23068400,-3.47564000,3.44488200,0.00784326
-11.34557377,-0.10765260,-3.78321800,3.78321800,0.00784326
-11.26557377,0.13841040,-4.04466000,4.02928100,0.00784326
-11.18557377,0.47674700,-4.22920700,4.19845000,0.00784326
-11.10557377,0.92273620,-4.36761800,4.27534400,0.00787402
-11.02557377,1.43024100,-4.44451300,4.29072300,0.00790477
-10.94557377,1.96850400,-4.49065000,4.25996500,0.00790477
-10.86557377,2.52214600,-4.49065000,4.18307100,0.00790477
-10.78557377,3.01427100,-4.44451300,4.10617600,0.00790477
-10.70557376,3.42950300,-4.36761800,4.02928100,0.00787402
-10.62557376,3.73708200,-4.22920700,3.96776600,0.00784326
-10.54557376,3.89087100,-4.04466000,3.93700800,0.00784326
-10.46557376,3.90625000,-3.78321800,3.92162900,0.00784326
-10.38557376,3.78321800,-3.47564000,3.92162900,0.00784326
-10.30557376,3.53715500,-3.10654500,3.93700800,0.00787402
-10.22557376,3.18344000,-2.67593500,3.93700800,0.00790477
-10.14557376,2.75283000,-2.21456700,3.95238700,0.00790477
-10.06557376,2.27608300,-1.73782000,3.95238700,0.00790477
-9.98557375,1.76857800,-1.26107300,3.95238700,0.00790477
-9.90557375,1.26107300,-0.83046260,3.93700800,0.00787402
-9.82557375,0.75356790,-0.43061020,3.93700800,0.00784326
-9.74557375,0.24606300,-0.12303150,3.92162900,0.00784326
-9.66557375,-0.24606300,0.09227362,3.90625000,0.00784326
-9.58557375,-0.70743110,0.21530510,3.89087100,0.00784326
-9.50557375,-1.16879900,0.24606300,3.84473400,0.00787402
-9.42557375,-1.61478800,0.18454720,3.78321800,0.00790477
-9.34557375,-2.04539800,0.06151574,3.72170300,0.00790477
-9.26557374,-2.44525100,-0.06151574,3.64480800,0.00790477
-9.18557374,-2.82972400,-0.18454720,3.59867100,0.00790477
-9.10557374,-3.19881900,-0.24606300,3.59867100,0.00787402
-9.02557374,-3.52177600,-0.23068400,3.66018700,0.00784326
-8.94557374,-3.79859700,-0.10765260,3.81397600,0.00784326
-8.86557374,-4.02928100,0.13841040,4.04466000,0.00784326
-8.78557374,-4.22920700,0.47674700,4.36761800,0.00784326
-8.70557374,-4.36761800,0.92273620,4.76747000,0.00787402
-8.62557374,-4.44451300,1.43024100,5.21345900,0.00790477
-8.54557374,-4.49065000,1.96850400,5.69020700,0.00790477
-8.46557373,-4.49065000,2.52214600,6.16695300,0.00790477
-8.38557373,-4.45989200,3.01427100,6.61294300,0.00790477
-8.30557373,-4.36761800,3.44488200,7.02817400,0.00787402
-8.22557373,-4.24458600,3.73708200,7.39726800,0.00784326
-8.14557373,-4.04466000,3.90625000,7.70484700,0.00784326
-8.06557373,-3.78321800,3.90625000,7.96628900,0.00784326
-7.98557373,-3.42950300,3.73708200,8.19697300,0.00784326
-7.90557373,-2.99889300,3.44488200,8.39689900,0.00787402
-7.82557373,-2.50676700,3.01427100,8.56606700,0.00790477
-7.74557372,-1.98388300,2.52214600,8.68909800,0.00790477
-7.66557372,-1.43024100,1.96850400,8.75061400,0.00790477
-7.58557372,-0.92273620,1.43024100,8.75061400,0.00790477
-7.50557372,-0.49212600,0.92273620,8.64296200,0.00787402
-7.42557372,-0.18454720,0.47674700,8.42765700,0.00784326
-7.34557372,-0.01537894,0.13841040,8.07394100,0.00784326
-7.26557372,-0.01537894,-0.10765260,7.56643700,0.00784326
-7.18557372,-0.18454720,-0.23068400,6.92052100,0.00784326
-7.10557372,-0.49212600,-0.24606300,6.10543700,0.00787402
-7.02557372,-0.92273620,-0.18454720,5.18270100,0.00790477
-6.94557371,-1.43024100,-0.06151574,4.19845000,0.00790477
-6.86557371,-1.98388300,0.06151574,3.16806100,0.00790477
-6.78557371,-2.50676700,0.18454720,2.19918800,0.00790477
-6.70557371,-2.99889300,0.24606300,1.32258800,0.00787402
-6.62557371,-3.42950300,0.23068400,0.63053640,0.00784326
-6.54557371,-3.78321800,0.10765260,0.15378940,0.00784326
-6.46557371,-4.04466000,-0.13841040,-0.09227362,0.00784326
-6.38557371,-4.24458600,-0.47674700,-0.07689468,0.00784326
-6.30557371,-4.36761800,-0.92273620,0.15378940,0.00787402
-6.22557370,-4.45989200,-1.43024100,0.58439960,0.00790477
-6.14557370,-4.49065000,-1.96850400,1.12266200,0.00790477
-6.06557370,-4.49065000,-2.52214600,1.73782000,0.00790477
-5.98557370,-4.45989200,-3.01427100,2.35297700,0.00790477
-5.90557370,-4.36761800,-3.44488200,2.92199800,0.00787402
-5.82557370,-4.24458600,-3.73708200,3.39874500,0.00784326
-5.74557370,-4.04466000,-3.90625000,3.76783900,0.00784326
-5.66557370,-3.78321800,-3.90625000,4.04466000,0.00784326
-5.58557370,-3.42950300,-3.73708200,4.21382900,0.00784326
-5.50557369,-2.99889300,-3.44488200,4.29072300,0.00787402
-5.42557369,-2.50676700,-3.01427100,4.29072300,0.00790477
-5.34557369,-1.98388300,-2.52214600,4.25996500,0.00790477
-5.26557369,-1.43024100,-1.96850400,4.18307100,0.00790477
-5.18557369,-0.92273620,-1.43024100,4.10617600,0.00787402
-5.10557369,-0.49212600,-0.92273620,4.02928100,0.00787402
-5.02557369,-0.18454720,-0.47674700,3.96776600,0.00784326
-4.94557369,-0.01537894,-0.13841040,3.93700800,0.00784326
-4.86557369,-0.01537894,0.10765260,3.92162900,0.00787402
-4.78557369,-0.18454720,0.23068400,3.92162900,0.00793553
-4.70557368,-0.49212600,0.24606300,3.93700800,0.00805856
-4.62557368,-0.92273620,0.18454720,3.93700800,0.00821235
-4.54557368,-1.43024100,0.06151574,3.95238700,0.00836614
-4.46557368,-1.98388300,-0.06151574,3.95238700,0.00851993
-4.38557368,-2.50676700,-0.18454720,3.95238700,0.00858145
-4.30557368,-2.99889300,-0.24606300,3.93700800,0.00858145
