Time,Channel A,Channel B,Channel C,Channel D
(ns),(mV),(mV),(mV),(V)

-15.38461583,3.90625000,-0.01537894,4.07541800,0.00003076
-15.30461582,3.78321800,-0.18454720,4.45989200,0.00027682
-15.22461582,3.53715500,-0.49212600,4.95201700,0.00079970
-15.14461582,3.18344000,-0.92273620,5.53641700,0.00153789
-15.06461582,2.75283000,-1.43024100,6.16695300,0.00239911
-14.98461582,2.27608300,-1.98388300,6.78211100,0.00335261
-14.90461582,1.76857800,-2.50676700,7.32037400,0.00433686
-14.82461582,1.26107300,-3.01427100,7.72022600,0.00535187
-14.74461582,0.75356790,-3.44488200,7.93553100,0.00633612
-14.66461582,0.24606300,-3.78321800,7.93553100,0.00735113
-14.58461581,-0.24606300,-4.02928100,7.68946800,0.00833538
-14.50461581,-0.70743110,-4.19845000,7.18196300,0.00938115
-14.42461581,-1.16879900,-4.27534400,6.45915300,0.01039616
-14.34461581,-1.61478800,-4.29072300,5.53641700,0.01144193
-14.26461581,-2.04539800,-4.25996500,4.49065000,0.01245694
-14.18461581,-2.44525100,-4.18307100,3.41412400,0.01341043
-14.10461581,-2.82972400,-4.10617600,2.35297700,0.01424090
-14.02461581,-3.19881900,-4.02928100,1.41486200,0.01491757
-13.94461581,-3.52177600,-3.96776600,0.66129420,0.01540969
-13.86461580,-3.79859700,-3.93700800,0.15378940,0.01565576
-13.78461580,-4.02928100,-3.92162900,-0.07689468,0.01565576
-13.70461580,-4.22920700,-3.92162900,-0.04613681,0.01540969
-13.62461580,-4.36761800,-3.93700800,0.24606300,0.01491757
-13.54461580,-4.44451300,-3.93700800,0.73818890,0.01424090
-13.46461580,-4.49065000,-3.95238700,1.36872500,0.01341043
-13.38461580,-4.49065000,-3.95238700,2.04539800,0.01245694
-13.30461580,-4.45989200,-3.93700800,2.69131400,0.01144193
-13.22461580,-4.36761800,-3.93700800,3.24495600,0.01039616
-13.14461580,-4.24458600,-3.92162900,3.66018700,0.00935039
-13.06461579,-4.04466000,-3.92162900,3.87549200,0.00833538
-12.98461579,-3.78321800,-3.93700800,3.92162900,0.00735113
-12.90461579,-3.42950300,-3.96776600,3.76783900,0.00642840
-12.82461579,-2.99889300,-4.02928100,3.46026100,0.00553642
-12.74461579,-2.50676700,-4.10617600,3.02965000,0.00467520
-12.66461579,-1.98388300,-4.18307100,2.52214600,0.00381398
-12.58461579,-1.43024100,-4.25996500,1.96850400,0.00301427
-12.50461579,-0.92273620,-4.29072300,1.43024100,0.00221457
-12.42461579,-0.49212600,-4.27534400,0.93811510,0.00147638
-12.34461578,-0.16916830,-4.19845000,0.49212600,0.00083046
-12.26461578,-0.01537894,-4.02928100,0.13841040,0.00024606
-12.18461578,-0.03075787,-3.78321800,-0.12303150,-0.00021531
-12.10461578,-0.23068400,-3.44488200,-0.30757870,-0.00058440
-12.02461578,-0.58439960,-3.01427100,-0.43061020,-0.00086122
-11.94461578,-1.09190400,-2.50676700,-0.50750490,-0.00101501
-11.86461578,-1.67630400,-1.98388300,-0.53826270,-0.00107653
-11.78461578,-2.27608300,-1.43024100,-0.53826270,-0.00107653
-11.70461578,-2.86048200,-0.92273620,-0.50750490,-0.00101501
-11.62461577,-3.35260800,-0.49212600,-0.43061020,-0.00086122
-11.54461577,-3.70632400,-0.18454720,-0.30757870,-0.00061516
-11.46461577,-3.89087100,-0.01537894,-0.12303150,-0.00024606
-11.38461577,-3.90625000,-0.01537894,0.13841040,0.00027682
-11.30461577,-3.75246000,-0.18454720,0.46136810,0.00092274
-11.22461577,-3.44488200,-0.49212600,0.83046260,0.00166093
-11.14461577,-3.02965000,-0.92273620,1.27645200,0.00255290
-11.06461577,-2.52214600,-1.43024100,1.73782000,0.00347564
-10.98461577,-1.96850400,-1.98388300,2.21456700,0.00442913
-10.90461577,-1.43024100,-2.50676700,2.67593500,0.00535187
-10.82461576,-0.92273620,-2.99889300,3.10654500,0.00621309
-10.74461576,-0.49212600,-3.42950300,3.47564000,0.00698204
-10.66461576,-0.13841040,-3.78321800,3.78321800,0.00759720
-10.58461576,0.10765260,-4.04466000,4.04466000,0.00805856
-10.50461576,0.27682080,-4.24458600,4.22920700,0.00836614
-10.42461576,0.33833660,-4.36761800,4.36761800,0.00855069
-10.34461576,0.35371550,-4.45989200,4.44451300,0.00858145
-10.26461576,0.30757870,-4.49065000,4.49065000,0.00851993
-10.18461576,0.23068400,-4.49065000,4.49065000,0.00836614
-10.10461575,0.16916830,-4.45989200,4.45989200,0.00821235
-10.02461575,0.09227362,-4.36761800,4.36761800,0.00805856
-9.94461575,0.04613681,-4.24458600,4.24458600,0.00793553
-9.86461575,0.01537894,-4.04466000,4.04466000,0.00787402
-9.78461575,0.00000000,-3.78321800,3.78321800,0.00784326
-9.70461575,-0.01537894,-3.42950300,3.42950300,0.00784326
-9.62461575,0.00000000,-2.99889300,2.99889300,0.00787402
-9.54461575,0.00000000,-2.50676700,2.50676700,0.00787402
-9.46461575,0.00000000,-1.98388300,1.98388300,0.00790477
-9.38461574,0.00000000,-1.43024100,1.43024100,0.00790477
-9.30461574,0.00000000,-0.92273620,0.92273620,0.00790477
-9.22461574,0.00000000,-0.49212600,0.50750490,0.00787402
-9.14461574,0.00000000,-0.18454720,0.19992620,0.00784326
-9.06461574,0.00000000,-0.01537894,0.03075787,0.00784326
-8.98461574,0.00000000,-0.01537894,0.01537894,0.00784326
-8.90461574,0.00000000,-0.18454720,0.13841040,0.00784326
-8.82461574,0.00000000,-0.49212600,0.39985230,0.00787402
-8.74461574,0.00000000,-0.92273620,0.76894680,0.00790477
-8.66461574,0.00000000,-1.43024100,1.19955700,0.00790477
-8.58461573,0.00000000,-1.98388300,1.67630400,0.00790477
-8.50461573,0.00000000,-2.50676700,2.16843000,0.00790477
-8.42461573,0.00000000,-2.99889300,2.67593500,0.00787402
-8.34461573,0.00000000,-3.42950300,3.16806100,0.00784326
-8.26461573,0.00000000,-3.78321800,3.67556500,0.00784326
-8.18461573,0.00000000,-4.04466000,4.16769200,0.00784326
-8.10461573,0.00000000,-4.24458600,4.69057600,0.00784326
-8.02461573,0.00000000,-4.36761800,5.19808000,0.00787402
-7.94461573,0.00000000,-4.45989200,5.72096400,0.00790477
-7.86461572,0.00000000,-4.49065000,6.22846900,0.00790477
-7.78461572,0.00000000,-4.49065000,6.70521600,0.00790477
-7.70461572,0.00000000,-4.44451300,7.13582600,0.00790477
-7.62461572,0.00000000,-4.36761800,7.47416300,0.00787402
-7.54461572,0.00000000,-4.22920700,7.72022600,0.00784326
-7.46461572,0.00000000,-4.04466000,7.82787800,0.00784326
-7.38461572,0.00000000,-3.78321800,7.81250000,0.00784326
-7.30461572,0.00000000,-3.47564000,7.65871000,0.00784326
-7.22461572,0.00000000,-3.10654500,7.36651000,0.00787402
-7.14461572,0.00000000,-2.67593500,6.96665800,0.00790477
-7.06461571,0.00000000,-2.21456700,6.47453200,0.00790477
-6.98461571,0.00000000,-1.73782000,5.92089000,0.00790477
-6.90461571,0.00000000,-1.27645200,5.38262700,0.00790477
-6.82461571,0.00000000,-0.83046260,4.85974400,0.00787402
-6.74461571,0.00000000,-0.46136810,4.41375400,0.00784326
-6.66461571,0.00000000,-0.13841040,4.06003900,0.00784326
-6.58461571,0.00000000,0.12303150,3.81397600,0.00784326
-6.50461571,0.00000000,0.30757870,3.66018700,0.00784326
-6.42461571,0.00000000,0.43061020,3.59867100,0.00787402
-6.34461570,0.00000000,0.50750490,3.59867100,0.00790477
-6.26461570,0.00000000,0.53826270,3.64480800,0.00790477
-6.18461570,0.00000000,0.53826270,3.72170300,0.00790477
-6.10461570,0.00000000,0.50750490,3.78321800,0.00790477
-6.02461570,0.00000000,0.43061020,3.84473400,0.00787402
-5.94461570,0.00000000,0.30757870,3.89087100,0.00784326
-5.86461570,0.00000000,0.12303150,3.90625000,0.00784326
-5.78461570,0.00000000,-0.13841040,3.92162900,0.00784326
-5.70461570,0.00000000,-0.46136810,3.93700800,0.00784326
-5.62461569,0.00000000,-0.83046260,3.93700800,0.00787402
-5.54461569,0.00000000,-1.27645200,3.95238700,0.00790477
-5.46461569,0.00000000,-1.73782000,3.95238700,0.00790477
-5.38461569,0.00000000,-2.21456700,3.95238700,0.00790477
-5.30461569,0.00000000,-2.67593500,3.95238700,0.00790477
-5.22461569,0.00000000,-3.10654500,3.93700800,0.00787402
-5.14461569,-0.01537894,-3.49101900,3.93700800,0.00784326
-5.06461569,0.00000000,-3.79859700,3.92162900,0.00784326
-4.98461569,0.01537894,-4.02928100,3.90625000,0.00784326
-4.90461569,0.04613681,-4.18307100,3.89087100,0.00784326
-4.82461568,0.09227362,-4.27534400,3.84473400,0.00787402
-4.74461568,0.16916830,-4.29072300,3.78321800,0.00790477
-4.66461568,0.23068400,-4.25996500,3.72170300,0.00790477
-4.58461568,0.30757870,-4.18307100,3.64480800,0.00790477
-4.50461568,0.35371550,-4.10617600,3.59867100,0.00790477
